song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Sweet But Psycho,Ava Max,35,36.0,35,6,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy
Baby Shark,Pinkfong,36,37.0,32,4,4d19d9d5-9174-4037-9dec-21b6c2cbcbb9,danceable,hip,male,not_aggressive,voice,114.734375,A#,0.937664628029,not_happy
I Like It,"Cardi B, Bad Bunny & J Balvin",37,30.0,1,42,ec3687e5-77a2-4b70-8691-c3e80abe8089,,,,,,,,,
Keanu Reeves,Logic,38,,38,1,c405af0d-bec2-480c-95f6-d6d4373f0779,danceable,rhy,female,not_aggressive,instrumental,113.232421875,D,0.938509583473,not_happy
You Say,Lauren Daigle,39,35.0,34,28,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy
Backin' It Up,Pardison Fontaine Featuring Cardi B,40,45.0,40,15,737b1774-76b5-428d-a7e8-e6d127f0a2d9,,,,,,,,,
Dancing With A Stranger,Sam Smith & Normani,41,33.0,33,2,6d9baf48-0e17-4018-9a11-eb5eba7ceed7,,,,,,,,,
Beautiful Crazy,Luke Combs,42,42.0,41,11,6d95ede5-1d26-43b4-b53a-56f2cbe0958b,,,,,,,,,
Crushed Up,Future,43,59.0,43,3,8cabbea1-8c7a-4156-9785-937109f420b9,danceable,rhy,female,not_aggressive,voice,156.097702026,A#,0.816191315651,not_happy
Look Back At It,A Boogie Wit da Hoodie,44,40.0,40,7,c8374c1a-8c6f-4f45-9b4e-59187679b983,danceable,rhy,female,not_aggressive,voice,95.6127243042,D#,0.865969896317,not_happy
Envy Me,Calboy,45,41.0,41,6,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d,,,,,,,,,
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,46,39.0,38,5,22170a19-4923-4dfb-8708-b38b9e6314c1,,,,,,,,,
First Off,Future Featuring Travis Scott,47,,47,1,95d76947-38b6-455c-af69-19d970627363,danceable,hip,female,not_aggressive,voice,153.529388428,A#,0.869762599468,not_happy
Burning Man,Dierks Bentley Featuring Brothers Osborne,48,47.0,45,14,6259736f-ddd6-4791-9c1e-2346d41f636f,not_danceable,rhy,male,not_aggressive,voice,117.904968262,D#,0.773548305035,not_happy
Sixteen,Thomas Rhett,49,43.0,42,11,5ea5b5de-1312-43f1-983e-9d753434b2f3,danceable,pop,female,not_aggressive,voice,106.918266296,C#,0.883783698082,not_happy
Natural,Imagine Dragons,50,31.0,13,27,f2cde891-c5e7-4579-b2ea-35382d8588a2,,,,,,,,,
Girl Like You,Jason Aldean,51,46.0,46,9,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy
Be Alright,Dean Lewis,52,44.0,40,13,6cb28fbd-05fc-479b-b192-a498f79b3e2e,danceable,pop,female,not_aggressive,voice,126.561714172,B,0.744760930538,not_happy
This Is It,Scotty McCreery,53,52.0,52,7,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,54,50.0,43,8,6162d588-4536-4eaa-902b-5b206a9c8d61,,,,,,,,,
Undecided,Chris Brown,55,56.0,35,3,91b675f6-d2f4-4061-918d-e5c8063eac84,danceable,pop,female,not_aggressive,instrumental,128.075271606,A#,0.906947493553,not_happy
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,56,51.0,50,15,abd4796b-fbeb-4996-8489-5545f56eb3bd,,,,,,,,,
Jumpin On A Jet,Future,57,80.0,57,2,f44e891e-cbfd-4b45-af25-b7a68d011a03,danceable,hip,female,not_aggressive,voice,140.020950317,A#,0.862785875797,not_happy
Good Girl,Dustin Lynch,58,53.0,44,11,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy
Uproar,Lil Wayne,59,49.0,7,17,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy
Best Shot,Jimmie Allen,60,48.0,37,19,1e933b5d-6956-4cb4-9973-03edc2f72356,,,,,,,,,
Ella Quiere Beber,Anuel AA & Romeo Santos,61,66.0,61,12,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy
Calling My Spirit,Kodak Black,62,55.0,46,8,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy
Armed And Dangerous,Juice WRLD,63,58.0,44,11,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,64,62.0,28,13,046e4997-7da3-49ab-bf43-b39bbc75149b,,,,,,,,,
Never Stop,Future,65,,65,1,82de5379-4e36-496a-9aa7-f53d4c1e3a80,danceable,rhy,female,not_aggressive,voice,77.5722732544,A#,0.932997763157,not_happy
Thotiana,Blueface,66,75.0,66,2,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy
You,Jacquees,67,61.0,58,9,6c1c25e2-abd8-48d6-a951-977c06e5b6b2,,,,,,,,,
Secreto,Anuel AA & Karol G,68,,68,1,78556904-b366-459c-9499-76aa2236ea73,danceable,rhy,female,not_aggressive,instrumental,92.005355835,G#,0.914119958878,happy
No Stylist,French Montana Featuring Drake,69,63.0,47,18,85df07aa-4b16-4d77-9f56-c2a24f1e9b2d,,,,,,,,,
What Makes You Country,Luke Bryan,70,73.0,70,4,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
Mixed Personalities,YNW Melly Featuring Kanye West,71,,71,1,e67904ff-8a94-43ed-a362-9a2fb334ba8e,danceable,roc,female,aggressive,instrumental,113.329795837,A#,0.966454029083,not_happy
Consequences,Camila Cabello,72,60.0,51,12,4e5937a1-c276-427d-8d50-b788f4245c73,,,,,,,,,
Millionaire,Chris Stapleton,73,71.0,67,7,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Yosemite,Travis Scott,74,70.0,25,14,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
Saturday Nights,Khalid & Kane Brown,75,57.0,57,3,51f36195-a888-4487-9a8e-9a03b7042625,not_danceable,rhy,female,not_aggressive,voice,84.0346679688,A#,0.551036953926,not_happy
Temptation,Future,76,,76,1,1e744340-7e5c-46d7-bd4b-c70172bd521f,danceable,hip,female,not_aggressive,voice,129.754592896,C#,0.898926973343,not_happy
Ruin My Life,Zara Larsson,77,77.0,76,4,0a3524bf-6f93-4b0c-aba1-41af7d5257bd,danceable,pop,female,not_aggressive,voice,124.768035889,B,0.686400771141,not_happy
Take It From Me,Jordan Davis,78,76.0,69,4,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy
Rocket Ship,Future,79,,79,1,80b0addf-37a9-45e7-8c1c-3907b53795f2,danceable,hip,female,not_aggressive,voice,133.979125977,A#,0.928789615631,not_happy
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,80,65.0,59,5,20714476-804f-4217-9b57-63f08008d652,danceable,hip,female,not_aggressive,instrumental,95.9862747192,A#,0.914168536663,not_happy
Pure Water,Mustard & Migos,81,,81,1,775b2382-638a-4bf8-bc72-1e838cd16fd5,danceable,rhy,female,not_aggressive,voice,101.001426697,F,0.91426050663,not_happy
Lovely,Billie Eilish & Khalid,82,64.0,64,13,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy
F&N,Future,83,,83,1,e0ad172f-cf3c-4be9-a107-781acf3b649e,danceable,hip,female,not_aggressive,voice,161.886886597,A#,0.965112566948,not_happy
Down To The Honkytonk,Jake Owen,84,78.0,75,4,59b69ea3-1632-4f7e-bec6-154e8fb556b7,danceable,roc,male,not_aggressive,voice,163.89074707,D#,0.927729904652,happy
Body,Loud Luxury Featuring Brando,85,82.0,80,4,74b5f75c-10f4-4333-9260-43b5aac234a2,,,,,,,,,
Love Someone,Lukas Graham,86,81.0,81,4,c66ab8df-a941-4d63-8ae6-925fe85e8162,,,,,,,,,
When The Party's Over,Billie Eilish,87,74.0,52,14,ba7a88da-f864-4ead-9a63-36f92d10de46,not_danceable,rhy,female,not_aggressive,voice,123.452804565,A,0.0136189134791,not_happy
Nights Like This,Kehlani Featuring Ty Dolla $ign,88,69.0,69,2,28655dce-3348-4db4-8bd0-02e24a735a8c,,,,,,,,,
Pure Cocaine,Lil Baby,89,67.0,46,7,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy
Electricity,Silk City x Dua Lipa,90,68.0,62,10,89a26a81-05b9-4083-9639-b180fc341d82,not_danceable,dan,female,not_aggressive,instrumental,144.634460449,C,0.927419126034,happy
On My Way To You,Cody Johnson,91,,91,1,312ba774-9104-400e-99e6-5717a52c6911,,,,,,,,,
Make It Sweet,Old Dominion,92,100.0,92,4,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
Love Wins,Carrie Underwood,93,86.0,83,4,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy
Talk To Me,Tory Lanez & Rich The Kid,94,72.0,43,13,dd058edd-e931-449b-a387-61b3aea393ce,,,,,,,,,
Murder On My Mind,YNW Melly,95,,95,1,fdb154f1-7019-476e-bfa9-b077e1cb1942,danceable,rhy,female,not_aggressive,voice,114.920906067,C,0.745246529579,not_happy
GIRL,Maren Morris,96,,96,1,57b8977e-323a-4680-b68a-e83538e87592,,,,,,,,,
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,97,87.0,87,4,502f9442-6d08-4582-8fcb-9a7f3e08e6f5,,,,,,,,,
Face My Fears,Hikaru Utada & Skrillex,98,,98,1,e26f7a2c-c86e-4d89-a0a7-808d331eccbb,,,,,,,,,
Imagine,Ariana Grande,99,,24,5,4c29857e-06f1-4c17-b459-e7f74651f74f,,,,,,,,,
Call The Coroner,Future,100,,100,1,8481467f-528b-41a3-8b10-183f16b542dc,danceable,rhy,female,not_aggressive,voice,134.703460693,A#,0.94675475359,happy
7 Rings,Ariana Grande,1,1.0,1,2,117b1f31-c252-46f8-829c-99ffea92838c,,,,,,,,,
Without Me,Halsey,2,2.0,1,17,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,3.0,1,15,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
Middle Child,J. Cole,4,26.0,4,2,3f6861eb-7173-43e3-bd3b-242ab94fcde2,danceable,rhy,female,not_aggressive,voice,123.900672913,A#,0.790315449238,not_happy
Sicko Mode,Travis Scott,5,5.0,1,26,69913c93-47b1-4196-acc9-f492f6db35f5,,,,,,,,,
"Thank U, Next",Ariana Grande,6,4.0,1,13,6dcc5517-9b5c-43f8-85f0-f25beb95a293,,,,,,,,,
High Hopes,Panic! At The Disco,7,6.0,4,26,c1296fc9-08d8-4c4b-af8b-d92da5397850,danceable,pop,male,aggressive,voice,163.938995361,A#,0.913865327835,happy
Happier,Marshmello & Bastille,8,7.0,3,24,ff183df7-8234-4cae-93bd-ee4a0d0bd709,not_danceable,cla,female,not_aggressive,instrumental,99.5504302979,G,0.633028209209,not_happy
Wow.,Post Malone,9,8.0,8,6,112ff70c-7e9a-46df-9235-e82939575ad0,,,,,,,,,
Girls Like You,Maroon 5 Featuring Cardi B,10,9.0,1,36,f7a4d178-cd3a-4f19-8951-8e84486d4a36,,,,,,,,,
Eastside,"benny blanco, Halsey & Khalid",11,11.0,9,29,bda15326-0c46-4bbd-954d-163de73f5365,,,,,,,,,
Drip Too Hard,Lil Baby & Gunna,12,10.0,4,20,6255bc30-64f8-4a5c-883e-00ddaa421e2f,danceable,hip,female,not_aggressive,voice,112.442695618,A,0.855042338371,not_happy
Money,Cardi B,13,13.0,13,15,285cc41e-e9b1-435d-92b7-3f88733afca1,,,,,,,,,
ZEZE,Kodak Black Featuring Travis Scott & Offset,14,12.0,2,16,bf5fdcbb-8108-4cf1-ae65-2aeb3fa3c280,,,,,,,,,
Going Bad,Meek Mill Featuring Drake,15,14.0,6,9,87d28876-a4f9-44bc-9171-3c6dd19f3bc5,,,,,,,,,
Shallow,Lady Gaga & Bradley Cooper,16,24.0,5,18,baf7fd65-40bc-48be-a224-9c725f2b8f76,,,,,,,,,
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,17,15.0,11,20,7a4eb25f-ffe0-4065-b9d6-ff343e822901,danceable,hip,male,not_aggressive,voice,143.072921753,A#,0.95696413517,happy
Mo Bamba,Sheck Wes,18,16.0,6,23,a36d5faf-376b-41f7-ba54-97df8f2e17ca,,,,,,,,,
Better Now,Post Malone,19,20.0,3,40,f4ff2903-27db-47ff-937d-d05bfdbf471f,danceable,pop,female,not_aggressive,voice,144.64906311,A#,0.824171304703,not_happy
Leave Me Alone,Flipp Dinero,20,21.0,20,20,ad4f29b8-c40e-470c-98ff-91ee966fa058,danceable,hip,female,not_aggressive,voice,150.235183716,A#,0.783627867699,not_happy
Youngblood,5 Seconds Of Summer,21,17.0,7,35,29f9b50f-5771-4403-85d3-a9e09fec1693,,,,,,,,,
MIA,Bad Bunny Featuring Drake,22,19.0,5,16,12eb8e42-4e90-462d-acff-cea62556c60b,,,,,,,,,
Better,Khalid,23,23.0,22,20,9b8fe367-124f-4ead-a03c-d2d5b890c507,,,,,,,,,
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",24,18.0,11,18,0f0663a4-bedd-4266-bd52-272cf49db18a,,,,,,,,,
Breathin,Ariana Grande,25,22.0,12,24,8daa330b-8d89-42e5-afb1-750144102825,danceable,pop,female,not_aggressive,instrumental,99.5541687012,F,0.933262705803,not_happy
A Lot,21 Savage,26,34.0,26,6,39fb60ce-0c92-4e72-930b-cc6c2d4efcee,danceable,dan,female,not_aggressive,voice,146.027099609,F,0.94995445013,not_happy
Lucid Dreams,Juice WRLD,27,25.0,2,38,e7e7afbb-ffba-4a06-bb2e-745e6ee98979,,,,,,,,,
Thotiana,Blueface,28,66.0,28,3,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy
Tequila,Dan + Shay,29,,21,39,4703035e-b501-4d73-8d72-9b88657bfa81,,,,,,,,,
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,30,28.0,28,11,ef25078d-6942-42ab-8254-02af8ac428b8,,,,,,,,,
Dancing With A Stranger,Sam Smith & Normani,31,41.0,31,3,6d9baf48-0e17-4018-9a11-eb5eba7ceed7,,,,,,,,,
Sweet But Psycho,Ava Max,32,35.0,32,7,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy
Beautiful,Bazzi Featuring Camila Cabello,33,27.0,26,26,83b1d16a-25c3-4429-b06d-03c08db66679,not_danceable,cla,male,not_aggressive,instrumental,84.0190811157,G,0.626622319221,not_happy
Speechless,Dan + Shay,34,31.0,24,21,7230a157-87d2-4242-868a-9b1d3253e392,danceable,pop,male,not_aggressive,voice,135.915725708,F#,0.673207223415,not_happy
Trip,Ella Mai,35,30.0,11,26,834fd36c-8813-49fe-8a30-ac0f7cf498bb,,,,,,,,,
Baby Shark,Pinkfong,36,36.0,32,5,4d19d9d5-9174-4037-9dec-21b6c2cbcbb9,danceable,hip,male,not_aggressive,voice,114.734375,A#,0.937664628029,not_happy
Love Lies,Khalid & Normani,37,32.0,9,50,a5c11c65-acb7-4ee8-87de-e92f9cffbdf8,not_danceable,cla,male,not_aggressive,instrumental,135.859542847,G,0.670250713825,not_happy
Beautiful Crazy,Luke Combs,38,42.0,38,12,6d95ede5-1d26-43b4-b53a-56f2cbe0958b,,,,,,,,,
You Say,Lauren Daigle,39,39.0,34,29,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy
Look Back At It,A Boogie Wit da Hoodie,40,44.0,40,8,c8374c1a-8c6f-4f45-9b4e-59187679b983,danceable,rhy,female,not_aggressive,voice,95.6127243042,D#,0.865969896317,not_happy
I Like It,"Cardi B, Bad Bunny & J Balvin",41,37.0,1,43,ec3687e5-77a2-4b70-8691-c3e80abe8089,,,,,,,,,
Lost In The Fire,Gesaffelstein & The Weeknd,42,33.0,27,3,682e70d9-f2b6-41dc-b9cc-1252a643be25,,,,,,,,,
Envy Me,Calboy,43,45.0,41,7,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d,,,,,,,,,
Be Alright,Dean Lewis,44,52.0,40,14,6cb28fbd-05fc-479b-b192-a498f79b3e2e,danceable,pop,female,not_aggressive,voice,126.561714172,B,0.744760930538,not_happy
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,45,46.0,38,6,22170a19-4923-4dfb-8708-b38b9e6314c1,,,,,,,,,
Twerk,City Girls Featuring Cardi B,46,29.0,29,4,8fd95e7d-ba49-4fba-8571-856adb906832,,,,,,,,,
Backin' It Up,Pardison Fontaine Featuring Cardi B,47,40.0,40,16,737b1774-76b5-428d-a7e8-e6d127f0a2d9,,,,,,,,,
Girl Like You,Jason Aldean,48,51.0,46,10,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy
This Is It,Scotty McCreery,49,53.0,49,8,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy
Sixteen,Thomas Rhett,50,49.0,42,12,5ea5b5de-1312-43f1-983e-9d753434b2f3,danceable,pop,female,not_aggressive,voice,106.918266296,C#,0.883783698082,not_happy
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,51,54.0,43,9,6162d588-4536-4eaa-902b-5b206a9c8d61,,,,,,,,,
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,52,56.0,50,16,abd4796b-fbeb-4996-8489-5545f56eb3bd,,,,,,,,,
Burning Man,Dierks Bentley Featuring Brothers Osborne,53,48.0,45,15,6259736f-ddd6-4791-9c1e-2346d41f636f,not_danceable,rhy,male,not_aggressive,voice,117.904968262,D#,0.773548305035,not_happy
Undecided,Chris Brown,54,55.0,35,4,91b675f6-d2f4-4061-918d-e5c8063eac84,danceable,pop,female,not_aggressive,instrumental,128.075271606,A#,0.906947493553,not_happy
Best Shot,Jimmie Allen,55,60.0,37,20,1e933b5d-6956-4cb4-9973-03edc2f72356,,,,,,,,,
Pure Cocaine,Lil Baby,56,89.0,46,8,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy
First Off,Future Featuring Travis Scott,57,47.0,47,2,95d76947-38b6-455c-af69-19d970627363,danceable,hip,female,not_aggressive,voice,153.529388428,A#,0.869762599468,not_happy
Uproar,Lil Wayne,58,59.0,7,18,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy
Good Girl,Dustin Lynch,59,58.0,44,12,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy
Armed And Dangerous,Juice WRLD,60,63.0,44,12,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Saturday Nights,Khalid & Kane Brown,61,75.0,57,4,51f36195-a888-4487-9a8e-9a03b7042625,not_danceable,rhy,female,not_aggressive,voice,84.0346679688,A#,0.551036953926,not_happy
Keanu Reeves,Logic,62,38.0,38,2,c405af0d-bec2-480c-95f6-d6d4373f0779,danceable,rhy,female,not_aggressive,instrumental,113.232421875,D,0.938509583473,not_happy
You,Jacquees,63,67.0,58,10,6c1c25e2-abd8-48d6-a951-977c06e5b6b2,,,,,,,,,
Calling My Spirit,Kodak Black,64,62.0,46,9,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy
Put A Date On It,Yo Gotti Featuring Lil Baby,65,,65,1,87953dbb-e60e-4582-9f9c-93ba28ceff3d,danceable,hip,female,not_aggressive,voice,129.882110596,A,0.90272384882,happy
No Stylist,French Montana Featuring Drake,66,69.0,47,19,85df07aa-4b16-4d77-9f56-c2a24f1e9b2d,,,,,,,,,
Ella Quiere Beber,Anuel AA & Romeo Santos,67,61.0,61,13,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy
Take It From Me,Jordan Davis,68,78.0,68,5,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy
What Makes You Country,Luke Bryan,69,70.0,69,5,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
Millionaire,Chris Stapleton,70,73.0,67,8,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Crushed Up,Future,71,43.0,43,4,8cabbea1-8c7a-4156-9785-937109f420b9,danceable,rhy,female,not_aggressive,voice,156.097702026,A#,0.816191315651,not_happy
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,72,64.0,28,14,046e4997-7da3-49ab-bf43-b39bbc75149b,,,,,,,,,
Mixed Personalities,YNW Melly Featuring Kanye West,73,71.0,71,2,e67904ff-8a94-43ed-a362-9a2fb334ba8e,danceable,roc,female,aggressive,instrumental,113.329795837,A#,0.966454029083,not_happy
Bury A Friend,Billie Eilish,74,,74,1,fedfbc44-559b-4676-ac8b-35fbebb0400f,not_danceable,jaz,female,not_aggressive,voice,125.839836121,G,0.478607833385,not_happy
Yosemite,Travis Scott,75,74.0,25,15,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
When The Party's Over,Billie Eilish,76,87.0,52,15,ba7a88da-f864-4ead-9a63-36f92d10de46,not_danceable,rhy,female,not_aggressive,voice,123.452804565,A,0.0136189134791,not_happy
Secreto,Anuel AA & Karol G,77,68.0,68,2,78556904-b366-459c-9499-76aa2236ea73,danceable,rhy,female,not_aggressive,instrumental,92.005355835,G#,0.914119958878,happy
Murder On My Mind,YNW Melly,78,95.0,78,2,fdb154f1-7019-476e-bfa9-b077e1cb1942,danceable,rhy,female,not_aggressive,voice,114.920906067,C,0.745246529579,not_happy
Ruin My Life,Zara Larsson,79,77.0,76,5,0a3524bf-6f93-4b0c-aba1-41af7d5257bd,danceable,pop,female,not_aggressive,voice,124.768035889,B,0.686400771141,not_happy
Love Someone,Lukas Graham,80,86.0,80,5,c66ab8df-a941-4d63-8ae6-925fe85e8162,,,,,,,,,
Lovely,Billie Eilish & Khalid,81,82.0,64,14,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy
Down To The Honkytonk,Jake Owen,82,84.0,75,5,59b69ea3-1632-4f7e-bec6-154e8fb556b7,danceable,roc,male,not_aggressive,voice,163.89074707,D#,0.927729904652,happy
Nights Like This,Kehlani Featuring Ty Dolla $ign,83,88.0,69,3,28655dce-3348-4db4-8bd0-02e24a735a8c,,,,,,,,,
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,84,80.0,59,6,20714476-804f-4217-9b57-63f08008d652,danceable,hip,female,not_aggressive,instrumental,95.9862747192,A#,0.914168536663,not_happy
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,85,97.0,85,5,502f9442-6d08-4582-8fcb-9a7f3e08e6f5,,,,,,,,,
I'm So Tired...,Lauv & Troye Sivan,86,,86,1,a1cba4cb-f300-499e-9ec6-aa922c6ed8b3,,,,,,,,,
Body,Loud Luxury Featuring Brando,87,85.0,80,5,74b5f75c-10f4-4333-9260-43b5aac234a2,,,,,,,,,
Shot Clock,Ella Mai,88,,88,1,210589a9-8323-4ee7-836a-1c07b53080ae,,,,,,,,,
Sauce!,XXXTENTACION,89,,89,1,ac0d4c7b-a19f-4575-b1cc-915c3764bcfe,not_danceable,rhy,female,not_aggressive,voice,135.144958496,D#,0.263031840324,not_happy
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,90,,90,1,63f3edce-ad61-43f3-8081-c9211af40f86,,,,,,,,,
Love Wins,Carrie Underwood,91,93.0,83,5,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy
Splashin,Rich The Kid,92,,92,2,1512af1b-55e5-4f4a-9c10-542e900199c7,danceable,rhy,male,not_aggressive,voice,99.8042755127,A#,0.919597387314,not_happy
Make It Sweet,Old Dominion,93,92.0,92,5,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
Talk To Me,Tory Lanez & Rich The Kid,94,94.0,43,14,dd058edd-e931-449b-a387-61b3aea393ce,,,,,,,,,
Burn Out,Midland,95,,92,4,7f96682b-14fb-4bb5-9723-89cdddf73906,,,,,,,,,
Here Tonight,Brett Young,96,,88,4,5cacd244-9c0d-410b-be1c-2000ce659b94,,,,,,,,,
BAD!,XXXTENTACION,97,,16,11,0e20165f-e02e-4472-9f4a-80ecacc5bda7,danceable,rhy,female,not_aggressive,voice,144.020614624,F,0.843534529209,not_happy
Night Shift,Jon Pardi,98,,98,1,9fb54cc1-10b2-46ac-8951-c43e46c3e122,danceable,roc,male,not_aggressive,voice,95.992805481,D,0.935464859009,happy
Blue Tacoma,Russell Dickerson,99,,52,19,f7ba6b6f-a162-403d-8ceb-764b26d312d1,danceable,roc,male,not_aggressive,voice,161.513839722,A,0.827869057655,happy
Let Me Down Slowly,Alec Benjamin + Alessia Cara,100,,79,2,757f8db4-e4d1-485f-b5be-0623631fd40c,,,,,,,,,
7 Rings,Ariana Grande,1,1.0,1,3,117b1f31-c252-46f8-829c-99ffea92838c,,,,,,,,,
Happier,Marshmello & Bastille,2,8.0,2,25,ff183df7-8234-4cae-93bd-ee4a0d0bd709,not_danceable,cla,female,not_aggressive,instrumental,99.5504302979,G,0.633028209209,not_happy
Without Me,Halsey,3,2.0,1,18,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,3.0,1,16,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
