song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Johnny One Time,Brenda Lee,51,53.0,51,7,08feda36-ada0-4923-9a0e-e7881d0a5f77,,,,,,,,,
Let It Be Me,Glen Campbell & Bobbie Gentry,52,48.0,36,9,2b9e8972-ad2d-4630-b96b-16dc0a259263,,,,,,,,,
Snatching It Back,Clarence Carter,53,76.0,53,4,c0ce451e-c9f6-4b74-8e4c-0c179809743b,not_danceable,roc,male,not_aggressive,voice,103.718650818,C#,0.808866202831,happy
Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,54,61.0,54,3,3da128eb-0444-4e8b-bfbf-66200fc1c2bd,not_danceable,pop,male,not_aggressive,voice,101.837287903,C#,0.811490058899,not_happy
These Are Not My People,Johnny Rivers,55,63.0,55,5,e5bbbe15-3b42-4768-a052-a0cec33ed2a3,not_danceable,roc,male,not_aggressive,voice,148.796066284,C,0.908001303673,happy
Tear Drop City,The Monkees,56,56.0,56,5,f5c783f3-0fd3-4f83-a4a0-e106fac2c768,not_danceable,pop,female,aggressive,voice,95.4834442139,D#,0.718692362309,happy
When He Touches Me (Nothing Else Matters),Peaches & Herb,57,62.0,57,4,68585da4-d2cd-4d33-a024-9f0537455a49,not_danceable,rhy,female,not_aggressive,voice,172.265914917,F,0.630710542202,happy
Gimme Gimme Good Lovin',Crazy Elephant,58,66.0,58,4,82ecee21-bc14-4745-9e4f-0d0a01db336c,not_danceable,roc,male,not_aggressive,instrumental,137.351089478,A,0.896335601807,not_happy
Back Door Man,Derek,59,65.0,59,5,19ce1b3c-fb17-475b-bea8-f0a34583c221,,,,,,,,,
Apricot Brandy,Rhinoceros,60,64.0,60,5,720576e1-0d4b-446f-b9d0-bc49ff39581f,not_danceable,roc,female,not_aggressive,voice,128.683563232,F#,0.95876789093,not_happy
Don't Touch Me,Bettye Swann,61,78.0,61,3,07a4ef29-961c-4933-ab11-460e12bec6ab,not_danceable,cla,female,not_aggressive,voice,102.018844604,A,0.693964600563,happy
Who's Making Love,Young-Holt Unlimited,62,57.0,57,4,dd48a5c1-a904-49c2-90be-5e924c4770e6,,,,,,,,,
I Like What You're Doing (To Me),Carla Thomas,63,73.0,63,6,9ce9828d-3d50-4b9a-af10-e765db3ead4c,,,,,,,,,
Don't Forget About Me,Dusty Springfield,64,74.0,64,4,6a6d9c45-01bd-40b1-96a2-3101a3476327,not_danceable,rhy,female,not_aggressive,voice,127.717834473,D,0.464872002602,happy
The Way It Used To Be,Engelbert Humperdinck,65,77.0,65,4,4225e79b-0998-4315-a258-bbb671191aab,danceable,jaz,male,not_aggressive,voice,97.9785690308,C,0.747714936733,happy
The Pledge Of Allegiance,Red Skelton,66,96.0,66,2,e8cd7fbb-49bf-49aa-9ee9-78227e390128,,,,,,,,,
Memories,Elvis Presley,67,,67,1,4cae411e-b299-4995-b27f-4b6288e3e2b7,,,,,,,,,
Playgirl,Thee Prophets,68,85.0,68,3,c54dce1c-0bf3-4a25-9a39-69785655dae2,,,,,,,,,
Maybe Tomorrow,The Iveys,69,67.0,67,6,d7236140-5e9f-44ec-85a1-67932c4d0d88,,,,,,,,,
Hair,The Cowsills,70,84.0,70,2,58169182-9d32-49a7-bdc1-69a3acaa7991,,,,,,,,,
The Chokin' Kind,Joe Simon,71,,71,1,d65e0549-99fc-4a67-9db0-0c0b1769ad9d,,,,,,,,,
Shotgun,Vanilla Fudge,72,72.0,72,3,d3285efd-9881-4606-b4b5-7eed4bce6ad4,,,,,,,,,
Long Green,The Fireballs,73,81.0,73,5,f88bd9b1-ce69-4f3e-8a03-7138b0d11099,,,,,,,,,
Will You Be Staying After Sunday,The Peppermint Rainbow,74,82.0,74,6,3e9a45cd-ad37-41af-9125-d52492259a94,,,,,,,,,
Soul Experience,Iron Butterfly,75,75.0,75,5,06135a9e-684f-4614-8a3e-71831e743eb9,danceable,rhy,female,not_aggressive,voice,109.700454712,C,0.617382705212,not_happy
Day After Day (It's Slippin' Away),Shango,76,83.0,76,4,177a6bd2-f5b3-40fc-bff9-b851b42ed163,,,,,,,,,
Didn't You Know (You'd Have To Cry Sometime),Gladys Knight And The Pips,77,87.0,77,3,f65a9d2e-9fdf-4347-b807-3bfb03bf4d6d,not_danceable,pop,female,not_aggressive,voice,149.041488647,G#,0.849369525909,happy
Time Is Tight,Booker T. & The MG's,78,86.0,78,2,21d047f2-15b4-49c2-bb2d-93eb3a35cf22,,,,,,,,,
Hello It's Me,Nazz,79,71.0,71,6,413b276c-2fd9-4b8a-bb06-d51aa5c029fc,not_danceable,jaz,female,not_aggressive,voice,154.425094604,A,0.568808197975,not_happy
Goodbye Columbus,The Association,80,80.0,80,2,f8d40991-57a4-419a-bc4a-f979f6ff4e6f,,,,,,,,,
Is It Something You've Got,Tyrone Davis,81,,81,1,631c5153-e194-4616-9fd6-f3c6605c09bb,,,,,,,,,
First Of May,Bee Gees,82,,82,1,d389995a-8b3e-4cf0-965c-896944ad1854,,,,,,,,,
"Move In A Little Closer, Baby",Mama Cass,83,92.0,83,2,873f0dc9-0c2c-493e-844f-d9b3be229e70,not_danceable,cla,female,not_aggressive,instrumental,120.910987854,A#,0.881145179272,happy
It's Only Love,B.J. Thomas,84,,84,1,27eff588-cda0-431e-8993-09713a808b4a,,,,,,,,,
In The Still Of The Night,Paul Anka,85,,85,1,de192a35-6e0a-4d27-a548-bb47ce9f4807,not_danceable,cla,male,not_aggressive,voice,95.0660247803,F,0.377681285143,happy
Sweet Cherry Wine,Tommy James And The Shondells,86,,86,1,8c107328-a96e-4b5f-9135-a26449076993,,,,,,,,,
Ice Cream Song,The Dynamics,87,,87,1,475b36ff-0df3-44a7-b430-283aef4ee82a,,,,,,,,,
Nothing But A Heartache,The Flirtations,88,88.0,88,3,bbfcd995-ed0b-4082-8a87-701e8b17e6c9,,,,,,,,,
Sing A Simple Song,Sly & The Family Stone,89,89.0,89,3,35fb26d1-dc37-484d-8122-8996ababe6ee,not_danceable,cla,male,not_aggressive,instrumental,132.524337769,C,0.0167077686638,not_happy
Kick Out The Jams,MC5,90,90.0,90,2,bcab8499-46ba-44f1-978d-c6197ad2c249,,,,,,,,,
Tracks Of My Tears,Aretha Franklin,91,91.0,91,2,970e0c60-039f-48c4-af8a-5e7ece8847f2,not_danceable,jaz,female,not_aggressive,voice,101.254852295,F,0.076945617795,happy
Hawaii Five-O,The Ventures,92,99.0,92,3,4c447754-4a48-4bf6-93c1-aae6e9876aca,not_danceable,pop,male,not_aggressive,instrumental,163.070297241,D,0.91307669878,not_happy
Time Was,Canned Heat,93,94.0,93,2,493e7a06-7f09-46a6-9085-9e9483bcab41,not_danceable,roc,male,not_aggressive,instrumental,97.6723251343,A,0.899006724358,happy
Hallways Of My Mind,The Dells,94,97.0,94,3,6f0782ac-96b6-4ef0-8ab8-2cb8c909cb95,not_danceable,cla,male,not_aggressive,voice,137.542236328,C,0.891545534134,happy
Only You (And You Alone),Bobby Hatfield,95,95.0,95,3,25d874a5-7247-4b0c-b604-e410b36f0760,not_danceable,cla,male,not_aggressive,voice,79.1050033569,C,0.624863624573,not_happy
Foolish Fool,Dee Dee Warwick,96,,96,1,eb9f6061-e36b-4520-98e3-5261c8c3902d,not_danceable,rhy,male,not_aggressive,voice,161.90411377,F,0.82765352726,happy
Born Again,Sam & Dave,97,,97,1,6558b607-7a86-4f23-8631-55ceb0c16d4f,not_danceable,rhy,male,not_aggressive,voice,106.246017456,D#,0.893057823181,not_happy
The Wedding Cake,Connie Francis,98,98.0,98,3,a5a45b2b-214f-48b3-b093-a39ba8566cce,not_danceable,rhy,female,not_aggressive,voice,100.857048035,A,0.856193304062,not_happy
Give It Away,The Chi-lites,99,,95,3,28d256cf-5ba0-41e6-a5b5-2252928d79a5,,,,,,,,,
God Knows I Love You,Nancy Sinatra,100,100.0,100,2,36b39a48-2d4f-48e4-b6a6-3dbdd369fe94,not_danceable,rhy,female,not_aggressive,instrumental,172.265548706,F,0.703823626041,happy
Dizzy,Tommy Roe,1,1.0,1,9,7ead64ef-08c1-4c21-8443-938fc2720ca5,,,,,,,,,
Traces,Classics IV Featuring Dennis Yost,2,3.0,2,8,2238e88c-f339-4b31-88cf-c10354a5d6bc,,,,,,,,,
Time Of The Season,The Zombies,3,6.0,3,8,a12b883f-f8ce-4968-a9f9-552a5700140a,,,,,,,,,
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,4,14.0,4,4,1b5639e5-d01c-4136-9169-f0885435430c,,,,,,,,,
Proud Mary,Creedence Clearwater Revival,5,2.0,2,10,595f1216-6c8a-490d-bf5b-2729f2f1f9d7,not_danceable,cla,male,not_aggressive,voice,134.795547485,D,0.853143274784,not_happy
"Run Away Child, Running Wild",The Temptations,6,10.0,6,7,aea60881-a6bd-4057-8a5b-a07323e89616,danceable,rhy,female,not_aggressive,instrumental,112.858695984,A#,0.620558440685,happy
Indian Giver,1910 Fruitgum Co.,7,5.0,5,10,347e4bd4-ac50-4df3-ae52-14697f2bb3d8,,,,,,,,,
Galveston,Glen Campbell,8,11.0,8,5,4cac33b7-aedc-4dc3-b3fc-7d3fb92a6221,not_danceable,rhy,male,not_aggressive,voice,117.955047607,F,0.832624673843,happy
My Whole World Ended (The Moment You Left Me),David Ruffin,9,13.0,9,7,ef71a18f-9d1d-4a55-ad7f-12e86a7fe933,,,,,,,,,
Only The Strong Survive,Jerry Butler,10,24.0,10,5,7679717f-e55c-42e6-8c4f-b2787c8bbbaf,,,,,,,,,
Build Me Up Buttercup,The Foundations,11,4.0,3,13,f9a95e0e-ca09-4f83-8dcf-79e061cf8542,,,,,,,,,
You've Made Me So Very Happy,"Blood, Sweat & Tears",12,21.0,12,5,74a87a89-d6f6-4c16-a413-1b19e717aec0,,,,,,,,,
This Girl's In Love With You,Dionne Warwick,13,7.0,7,9,68593f30-f62f-4c3c-b7a4-3bd70bd83062,,,,,,,,,
Everyday People,Sly & The Family Stone,14,8.0,1,18,e78d3baa-8ed8-4f8c-86c1-84f81839c7b2,,,,,,,,,
Rock Me,Steppenwolf,15,20.0,15,5,c21f8683-b8c1-44f4-aa2d-12cdeab76639,,,,,,,,,
Things I'd Like To Say,New Colony Six,16,16.0,16,14,87ce3480-1dcc-4a5c-b0ac-f53ed2eaedce,not_danceable,pop,male,not_aggressive,voice,96.2837524414,D,0.87509483099,not_happy
Twenty-Five Miles,Edwin Starr,17,27.0,17,7,f6a29998-364f-4aec-9a47-d99768b75fb6,,,,,,,,,
Crimson And Clover,Tommy James And The Shondells,18,9.0,1,16,e2026483-f77f-482f-b942-b3bb3b9a81c5,,,,,,,,,
Hot Smoke & Sasafrass,The Bubble Puppy,19,22.0,19,7,043c9209-58ad-486a-9103-a63a686cc770,,,,,,,,,
The Weight,Aretha Franklin,20,19.0,19,6,8f9ba291-2ba7-4a48-835f-52c64485653f,,,,,,,,,
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,21,17.0,8,13,ad4df5a4-4cef-4d84-90c7-f4d2d5d8f9b1,,,,,,,,,
Games People Play,Joe South,22,12.0,12,12,aecfd68c-e0bb-4e73-8ecc-934cfabfd29a,danceable,rhy,male,not_aggressive,voice,85.1200790405,A,0.865149378777,happy
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,23,23.0,23,7,aafc17cd-16f5-4144-8dd3-21be2466609a,not_danceable,roc,male,not_aggressive,voice,135.789581299,G,0.946098506451,happy
You Gave Me A Mountain,Frankie Laine,24,26.0,24,8,ce22d2c3-a3a6-4573-b14b-5aba6e62845a,,,,,,,,,
This Magic Moment,Jay & The Americans,25,18.0,6,14,8b142fe2-71d4-42be-87a5-59e33aeedfc8,,,,,,,,,
It's Your Thing,The Isley Brothers,26,42.0,26,3,8f19ef35-d124-4754-aa80-d83da7c55525,,,,,,,,,
Mendocino,Sir Douglas Quintet,27,30.0,27,11,645e673e-2431-436f-bebc-ac32ce32e2a3,not_danceable,roc,female,not_aggressive,instrumental,133.591720581,D,0.85417509079,happy
Do Your Thing,The Watts 103rd Street Rhythm Band,28,37.0,28,9,98f7f472-bce3-47ad-9a1b-f67b9329537e,danceable,jaz,male,not_aggressive,voice,128.116348267,A,0.256167173386,not_happy
I'll Try Something New,Supremes & Temptations,29,33.0,29,3,e9c015b7-7da3-42ca-a5c3-27050e7efedc,danceable,rhy,female,not_aggressive,voice,99.7945480347,G,0.874271273613,not_happy
I've Gotta Be Me,Sammy Davis Jr.,30,15.0,11,16,bdf63dc8-6777-4feb-9d0c-3d640ade18bb,,,,,,,,,
Don't Give In To Him,Gary Puckett And The Union Gap,31,40.0,31,3,76f65005-37b3-4926-82aa-7c69cf653912,not_danceable,pop,male,not_aggressive,voice,108.281311035,A,0.828975737095,happy
I Got A Line On You,Spirit,32,25.0,25,11,ee082e0c-9240-4fec-bc6f-5706a8cf902b,,,,,,,,,
"Sweet Cream Ladies, Forward March",The Box Tops,33,28.0,28,14,f7940b38-6482-47f6-9474-d13241d52c34,,,,,,,,,
"No, Not Much",The Vogues,34,43.0,34,4,4fd3f4e2-767a-49aa-84a6-06377e455a62,danceable,pop,male,not_aggressive,voice,89.9079055786,F#,0.827479422092,not_happy
Hair,The Cowsills,35,70.0,35,3,58169182-9d32-49a7-bdc1-69a3acaa7991,,,,,,,,,
Brother Love's Travelling Salvation Show,Neil Diamond,36,49.0,36,6,d38f7ed2-d4bb-4070-b23a-7923ae8ec087,not_danceable,cla,male,not_aggressive,voice,140.557739258,A,0.746156156063,happy
Try A Little Tenderness,Three Dog Night,37,45.0,37,8,35eb08df-b1be-4d7b-89f7-e73519a53cb3,danceable,rhy,male,not_aggressive,voice,98.1873245239,G,0.798001289368,not_happy
Snatching It Back,Clarence Carter,38,53.0,38,5,c0ce451e-c9f6-4b74-8e4c-0c179809743b,not_danceable,roc,male,not_aggressive,voice,103.718650818,C#,0.808866202831,happy
The Chokin' Kind,Joe Simon,39,71.0,39,2,d65e0549-99fc-4a67-9db0-0c0b1769ad9d,,,,,,,,,
But You Know I Love You,The First Edition,40,29.0,19,11,00d75e91-77a5-4288-95d3-08929c86a873,,,,,,,,,
The Letter,The Arbors,41,46.0,41,6,e65dfb74-87ab-4cd5-9cb3-630d856489d7,,,,,,,,,
Johnny One Time,Brenda Lee,42,51.0,42,8,08feda36-ada0-4923-9a0e-e7881d0a5f77,,,,,,,,,
I Can Hear Music,The Beach Boys,43,44.0,43,4,c14bd18f-f3bd-437d-80e1-df84a9f7e016,,,,,,,,,
Time Is Tight,Booker T. & The MG's,44,78.0,44,3,21d047f2-15b4-49c2-bb2d-93eb3a35cf22,,,,,,,,,
Sophisticated Cissy,The Meters,45,34.0,34,8,d9c0c94f-1df0-4aa8-bb0b-980bcd56a7cb,,,,,,,,,
There'll Come A Time,Betty Everett,46,38.0,26,11,8685ec9d-0a54-456d-a0d3-af56e6ee0f04,,,,,,,,,
I Don't Know Why,Stevie Wonder,47,39.0,39,7,fd88395d-137a-4139-ae22-ebe3b7a1300d,,,,,,,,,
A Lover's Question,Otis Redding,48,48.0,48,5,79cdcda5-5ae2-4a27-bdf5-582309c2622f,not_danceable,rhy,female,not_aggressive,instrumental,163.288223267,F,0.940761089325,happy
Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,49,54.0,49,4,3da128eb-0444-4e8b-bfbf-66200fc1c2bd,not_danceable,pop,male,not_aggressive,voice,101.837287903,C#,0.811490058899,not_happy
When He Touches Me (Nothing Else Matters),Peaches & Herb,50,57.0,50,5,68585da4-d2cd-4d33-a024-9f0537455a49,not_danceable,rhy,female,not_aggressive,voice,172.265914917,F,0.630710542202,happy
The Pledge Of Allegiance,Red Skelton,51,66.0,51,3,e8cd7fbb-49bf-49aa-9ee9-78227e390128,,,,,,,,,
Memories,Elvis Presley,52,67.0,52,2,4cae411e-b299-4995-b27f-4b6288e3e2b7,,,,,,,,,
Gimme Gimme Good Lovin',Crazy Elephant,53,58.0,53,5,82ecee21-bc14-4745-9e4f-0d0a01db336c,not_danceable,roc,male,not_aggressive,instrumental,137.351089478,A,0.896335601807,not_happy
Don't Touch Me,Bettye Swann,54,61.0,54,4,07a4ef29-961c-4933-ab11-460e12bec6ab,not_danceable,cla,female,not_aggressive,voice,102.018844604,A,0.693964600563,happy
I Like What You're Doing (To Me),Carla Thomas,55,63.0,55,7,9ce9828d-3d50-4b9a-af10-e765db3ead4c,,,,,,,,,
Apricot Brandy,Rhinoceros,56,60.0,56,6,720576e1-0d4b-446f-b9d0-bc49ff39581f,not_danceable,roc,female,not_aggressive,voice,128.683563232,F#,0.95876789093,not_happy
Is It Something You've Got,Tyrone Davis,57,81.0,57,2,631c5153-e194-4616-9fd6-f3c6605c09bb,,,,,,,,,
Tear Drop City,The Monkees,58,56.0,56,6,f5c783f3-0fd3-4f83-a4a0-e106fac2c768,not_danceable,pop,female,aggressive,voice,95.4834442139,D#,0.718692362309,happy
Lovin' Things,The Grass Roots,59,50.0,49,7,da8ff273-b643-4ff0-a5b9-f07f55b62e80,danceable,roc,male,not_aggressive,voice,130.332595825,G#,0.936711072922,happy
The Way It Used To Be,Engelbert Humperdinck,60,65.0,60,5,4225e79b-0998-4315-a258-bbb671191aab,danceable,jaz,male,not_aggressive,voice,97.9785690308,C,0.747714936733,happy
Sweet Cherry Wine,Tommy James And The Shondells,61,86.0,61,2,8c107328-a96e-4b5f-9135-a26449076993,,,,,,,,,
First Of May,Bee Gees,62,82.0,62,2,d389995a-8b3e-4cf0-965c-896944ad1854,,,,,,,,,
Playgirl,Thee Prophets,63,68.0,63,4,c54dce1c-0bf3-4a25-9a39-69785655dae2,,,,,,,,,
Don't Forget About Me,Dusty Springfield,64,64.0,64,5,6a6d9c45-01bd-40b1-96a2-3101a3476327,not_danceable,rhy,female,not_aggressive,voice,127.717834473,D,0.464872002602,happy
These Are Not My People,Johnny Rivers,65,55.0,55,6,e5bbbe15-3b42-4768-a052-a0cec33ed2a3,not_danceable,roc,male,not_aggressive,voice,148.796066284,C,0.908001303673,happy
Back Door Man,Derek,66,59.0,59,6,19ce1b3c-fb17-475b-bea8-f0a34583c221,,,,,,,,,
Will You Be Staying After Sunday,The Peppermint Rainbow,67,74.0,67,7,3e9a45cd-ad37-41af-9125-d52492259a94,,,,,,,,,
Shotgun,Vanilla Fudge,68,72.0,68,4,d3285efd-9881-4606-b4b5-7eed4bce6ad4,,,,,,,,,
My Way,Frank Sinatra,69,,69,1,ffa111e0-4c72-46b2-a02f-aac3ee0ca84e,,,,,,,,,
Hawaii Five-O,The Ventures,70,92.0,70,4,4c447754-4a48-4bf6-93c1-aae6e9876aca,not_danceable,pop,male,not_aggressive,instrumental,163.070297241,D,0.91307669878,not_happy
It's Only Love,B.J. Thomas,71,84.0,71,2,27eff588-cda0-431e-8993-09713a808b4a,,,,,,,,,
Day After Day (It's Slippin' Away),Shango,72,76.0,72,5,177a6bd2-f5b3-40fc-bff9-b851b42ed163,,,,,,,,,
Long Green,The Fireballs,73,73.0,73,6,f88bd9b1-ce69-4f3e-8a03-7138b0d11099,,,,,,,,,
"Move In A Little Closer, Baby",Mama Cass,74,83.0,74,3,873f0dc9-0c2c-493e-844f-d9b3be229e70,not_danceable,cla,female,not_aggressive,instrumental,120.910987854,A#,0.881145179272,happy
Didn't You Know (You'd Have To Cry Sometime),Gladys Knight And The Pips,75,77.0,75,4,f65a9d2e-9fdf-4347-b807-3bfb03bf4d6d,not_danceable,pop,female,not_aggressive,voice,149.041488647,G#,0.849369525909,happy
Mini-Skirt Minnie,Wilson Pickett,76,,76,1,892b0b7b-c2db-45e0-b597-bf791a8d7620,,,,,,,,,
Mercy,Ohio Express,77,,77,1,4c2feff4-94b1-4a8e-bd60-0f6cbb3b5d2a,,,,,,,,,
In The Still Of The Night,Paul Anka,78,85.0,78,2,de192a35-6e0a-4d27-a548-bb47ce9f4807,not_danceable,cla,male,not_aggressive,voice,95.0660247803,F,0.377681285143,happy
Wishful Sinful,The Doors,79,,79,1,041b0a21-7f88-40bf-ba7d-0dc0145806b2,,,,,,,,,
Tracks Of My Tears,Aretha Franklin,80,91.0,80,3,970e0c60-039f-48c4-af8a-5e7ece8847f2,not_danceable,jaz,female,not_aggressive,voice,101.254852295,F,0.076945617795,happy
Ice Cream Song,The Dynamics,81,87.0,81,2,475b36ff-0df3-44a7-b430-283aef4ee82a,,,,,,,,,
Goodbye Columbus,The Association,82,80.0,80,3,f8d40991-57a4-419a-bc4a-f979f6ff4e6f,,,,,,,,,
Nothing But A Heartache,The Flirtations,83,88.0,83,4,bbfcd995-ed0b-4082-8a87-701e8b17e6c9,,,,,,,,,
Time Was,Canned Heat,84,93.0,84,3,493e7a06-7f09-46a6-9085-9e9483bcab41,not_danceable,roc,male,not_aggressive,instrumental,97.6723251343,A,0.899006724358,happy
Kick Out The Jams,MC5,85,90.0,85,3,bcab8499-46ba-44f1-978d-c6197ad2c249,,,,,,,,,
There Never Was A Time,Jeannie C. Riley,86,,86,1,220d914b-8a7e-4b22-8e1c-f5fff66f8a57,not_danceable,rhy,female,not_aggressive,voice,89.0524368286,A,0.901817142963,happy
Hello It's Me,Nazz,87,79.0,71,7,413b276c-2fd9-4b8a-bb06-d51aa5c029fc,not_danceable,jaz,female,not_aggressive,voice,154.425094604,A,0.568808197975,not_happy
Foolish Fool,Dee Dee Warwick,88,96.0,88,2,eb9f6061-e36b-4520-98e3-5261c8c3902d,not_danceable,rhy,male,not_aggressive,voice,161.90411377,F,0.82765352726,happy
Give It Away,The Chi-lites,89,99.0,89,4,28d256cf-5ba0-41e6-a5b5-2252928d79a5,,,,,,,,,
Sing A Simple Song,Sly & The Family Stone,90,89.0,89,4,35fb26d1-dc37-484d-8122-8996ababe6ee,not_danceable,cla,male,not_aggressive,instrumental,132.524337769,C,0.0167077686638,not_happy
The Wedding Cake,Connie Francis,91,98.0,91,4,a5a45b2b-214f-48b3-b093-a39ba8566cce,not_danceable,rhy,female,not_aggressive,voice,100.857048035,A,0.856193304062,not_happy
Hallways Of My Mind,The Dells,92,94.0,92,4,6f0782ac-96b6-4ef0-8ab8-2cb8c909cb95,not_danceable,cla,male,not_aggressive,voice,137.542236328,C,0.891545534134,happy
Born Again,Sam & Dave,93,97.0,93,2,6558b607-7a86-4f23-8631-55ceb0c16d4f,not_danceable,rhy,male,not_aggressive,voice,106.246017456,D#,0.893057823181,not_happy
Good Times Bad Times,Led Zeppelin,94,,94,1,ecdda328-baa4-49f8-9b52-a56eb0e7b9b3,danceable,roc,male,aggressive,voice,184.570465088,A,0.868573904037,happy
One Eye Open,The Maskman & The Agents,95,,95,1,4cd4e470-146a-4865-a160-20eb74006f24,danceable,hip,male,not_aggressive,voice,131.465896606,C,0.934412479401,not_happy
Zazueira (Za-zoo-wher-a),Herb Alpert & The Tijuana Brass,96,,96,1,b894b1b1-2c3f-431d-9444-90036604f2c2,,,,,,,,,
God Knows I Love You,Nancy Sinatra,97,100.0,97,3,36b39a48-2d4f-48e4-b6a6-3dbdd369fe94,not_danceable,rhy,female,not_aggressive,instrumental,172.265548706,F,0.703823626041,happy
Something's On Her Mind,The 4 Seasons,98,,98,1,7e8c9278-e7a7-46bb-9286-86a7fbd44c42,,,,,,,,,
Only You (And You Alone),Bobby Hatfield,99,95.0,95,4,25d874a5-7247-4b0c-b604-e410b36f0760,not_danceable,cla,male,not_aggressive,voice,79.1050033569,C,0.624863624573,not_happy
I Love My Baby,Archie Bell & The Drells,100,,100,1,fdb992c6-f800-47a2-a761-470b68fd53dd,,,,,,,,,
Dizzy,Tommy Roe,1,1.0,1,10,7ead64ef-08c1-4c21-8443-938fc2720ca5,,,,,,,,,
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,2,4.0,2,5,1b5639e5-d01c-4136-9169-f0885435430c,,,,,,,,,
Time Of The Season,The Zombies,3,3.0,3,9,a12b883f-f8ce-4968-a9f9-552a5700140a,,,,,,,,,
You've Made Me So Very Happy,"Blood, Sweat & Tears",4,12.0,4,6,74a87a89-d6f6-4c16-a413-1b19e717aec0,,,,,,,,,
Galveston,Glen Campbell,5,8.0,5,6,4cac33b7-aedc-4dc3-b3fc-7d3fb92a6221,not_danceable,rhy,male,not_aggressive,voice,117.955047607,F,0.832624673843,happy
"Run Away Child, Running Wild",The Temptations,6,6.0,6,8,aea60881-a6bd-4057-8a5b-a07323e89616,danceable,rhy,female,not_aggressive,instrumental,112.858695984,A#,0.620558440685,happy
Only The Strong Survive,Jerry Butler,7,10.0,7,6,7679717f-e55c-42e6-8c4f-b2787c8bbbaf,,,,,,,,,
Traces,Classics IV Featuring Dennis Yost,8,2.0,2,9,2238e88c-f339-4b31-88cf-c10354a5d6bc,,,,,,,,,
My Whole World Ended (The Moment You Left Me),David Ruffin,9,9.0,9,8,ef71a18f-9d1d-4a55-ad7f-12e86a7fe933,,,,,,,,,
Proud Mary,Creedence Clearwater Revival,10,5.0,2,11,595f1216-6c8a-490d-bf5b-2729f2f1f9d7,not_danceable,cla,male,not_aggressive,voice,134.795547485,D,0.853143274784,not_happy
Rock Me,Steppenwolf,11,15.0,11,6,c21f8683-b8c1-44f4-aa2d-12cdeab76639,,,,,,,,,
Indian Giver,1910 Fruitgum Co.,12,7.0,5,11,347e4bd4-ac50-4df3-ae52-14697f2bb3d8,,,,,,,,,
Twenty-Five Miles,Edwin Starr,13,17.0,13,8,f6a29998-364f-4aec-9a47-d99768b75fb6,,,,,,,,,
It's Your Thing,The Isley Brothers,14,26.0,14,4,8f19ef35-d124-4754-aa80-d83da7c55525,,,,,,,,,
Hot Smoke & Sasafrass,The Bubble Puppy,15,19.0,15,8,043c9209-58ad-486a-9103-a63a686cc770,,,,,,,,,
Build Me Up Buttercup,The Foundations,16,11.0,3,14,f9a95e0e-ca09-4f83-8dcf-79e061cf8542,,,,,,,,,
This Girl's In Love With You,Dionne Warwick,17,13.0,7,10,68593f30-f62f-4c3c-b7a4-3bd70bd83062,,,,,,,,,
Hair,The Cowsills,18,35.0,18,4,58169182-9d32-49a7-bdc1-69a3acaa7991,,,,,,,,,
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,19,23.0,19,8,aafc17cd-16f5-4144-8dd3-21be2466609a,not_danceable,roc,male,not_aggressive,voice,135.789581299,G,0.946098506451,happy
The Letter,The Arbors,20,41.0,20,7,e65dfb74-87ab-4cd5-9cb3-630d856489d7,,,,,,,,,
Do Your Thing,The Watts 103rd Street Rhythm Band,21,28.0,21,10,98f7f472-bce3-47ad-9a1b-f67b9329537e,danceable,jaz,male,not_aggressive,voice,128.116348267,A,0.256167173386,not_happy
Everyday People,Sly & The Family Stone,22,14.0,1,19,e78d3baa-8ed8-4f8c-86c1-84f81839c7b2,,,,,,,,,
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,23,21.0,8,14,ad4df5a4-4cef-4d84-90c7-f4d2d5d8f9b1,,,,,,,,,
You Gave Me A Mountain,Frankie Laine,24,24.0,24,9,ce22d2c3-a3a6-4573-b14b-5aba6e62845a,,,,,,,,,
Things I'd Like To Say,New Colony Six,25,16.0,16,15,87ce3480-1dcc-4a5c-b0ac-f53ed2eaedce,not_danceable,pop,male,not_aggressive,voice,96.2837524414,D,0.87509483099,not_happy
Gimme Gimme Good Lovin',Crazy Elephant,26,53.0,26,6,82ecee21-bc14-4745-9e4f-0d0a01db336c,not_danceable,roc,male,not_aggressive,instrumental,137.351089478,A,0.896335601807,not_happy
Mendocino,Sir Douglas Quintet,27,27.0,27,12,645e673e-2431-436f-bebc-ac32ce32e2a3,not_danceable,roc,female,not_aggressive,instrumental,133.591720581,D,0.85417509079,happy
