song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
This Is My Country,The Impressions,25,38.0,25,6,990a43c0-2a0d-4030-a351-1c185919bb2d,not_danceable,cla,male,not_aggressive,voice,102.988349915,C#,0.477982550859,happy
If I Can Dream,Elvis Presley,26,30.0,26,6,9e4108dc-5efe-4a48-b56f-bacba9580653,,,,,,,,,
Everyday People,Sly & The Family Stone,27,42.0,27,6,e78d3baa-8ed8-4f8c-86c1-84f81839c7b2,,,,,,,,,
Hey Jude,Wilson Pickett,28,43.0,28,3,4691a7c0-038b-44cc-9124-317a2245290a,,,,,,,,,
Can I Change My Mind,Tyrone Davis,29,66.0,29,3,456b635d-4acd-4aad-8fa9-cf1f9e73c691,,,,,,,,,
Scarborough Fair,Sergio Mendes & Brasil '66,30,27.0,16,8,47cc660b-0176-40f0-83aa-f8a04ad35e6d,,,,,,,,,
My Song,Aretha Franklin,31,36.0,31,6,0fd48a2e-90c7-4446-b414-9010bb082b2f,,,,,,,,,
A Ray Of Hope,The Rascals,32,32.0,32,5,35be801e-ad5d-4d2f-8c24-8e67cbea7507,not_danceable,roc,male,not_aggressive,voice,103.522621155,C,0.929937303066,not_happy
Stand By Your Man,Tammy Wynette,33,34.0,33,9,652b28d5-1bb5-4220-b7a2-727aafe91264,,,,,,,,,
Hang 'Em High,Booker T. & The MG's,34,40.0,34,9,fd7c5062-d369-46d2-a0e1-febe4b477c0e,,,,,,,,,
There's Gonna Be A Showdown,Archie Bell & The Drells,35,49.0,35,4,617db5ad-ef5a-4508-b7b5-1aba149a99c2,,,,,,,,,
Chewy Chewy,Ohio Express,36,19.0,15,12,8fc40d62-0660-469a-b6df-9582e32aedb3,,,,,,,,,
Touch Me,The Doors,37,72.0,37,2,e1f18237-dc4f-416c-aa47-abc33286f326,not_danceable,roc,female,not_aggressive,instrumental,110.891235352,F,0.760567486286,happy
Worst That Could Happen,Brooklyn Bridge,38,53.0,38,3,b7544e6b-36f3-4f2e-8e02-2a6357639b78,,,,,,,,,
Baby Let's Wait,The Royal Guardsmen,39,48.0,39,8,54957e66-5ef0-4e77-849b-a442e6f1209d,,,,,,,,,
I Started A Joke,Bee Gees,40,41.0,40,3,d84534de-9ea2-4324-8610-046b3c849ea5,,,,,,,,,
Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,41,33.0,33,12,37ec4818-73b0-44fc-8e1c-8cae1c0bf73b,,,,,,,,,
Bella Linda,The Grass Roots,42,46.0,42,6,535a13de-c8b9-41b0-a792-ea866b76cff0,,,,,,,,,
Are You Happy,Jerry Butler,43,57.0,43,5,ade00c78-4d02-4c9d-b9c3-44896840654e,,,,,,,,,
Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,44,50.0,44,5,ab5cccaf-649a-4e76-a171-0513aa0a8b58,,,,,,,,,
Little Arrows,Leapy Lee,45,22.0,16,13,ce49ddf6-4b44-4e18-8419-e2de5f9759ed,,,,,,,,,
My Favorite Things,Herb Alpert & The Tijuana Brass,46,47.0,46,4,d9f138cc-9ff7-45db-86c2-13f5cf4c51b9,,,,,,,,,
I've Gotta Be Me,Sammy Davis Jr.,47,74.0,47,4,bdf63dc8-6777-4feb-9d0c-3d640ade18bb,,,,,,,,,
Malinda,Bobby Taylor & The Vancouvers,48,51.0,48,5,8bd39849-a762-4550-bdb7-4d9b2c2b45a1,,,,,,,,,
People,The Tymes,49,39.0,39,8,a06acd6a-ba95-44b1-b87a-de227ce7627d,,,,,,,,,
I Can't Turn You Loose,The Chambers Brothers,50,37.0,37,7,de6dab4e-5959-4c52-b6be-50277c47fbae,,,,,,,,,
The Beginning Of My End,The Unifics,51,71.0,51,4,218bf907-d39d-4f9b-984e-404416b509a4,danceable,rhy,male,not_aggressive,voice,140.561233521,A#,0.803186058998,happy
Put Your Head On My Shoulder,The Lettermen,52,44.0,44,8,37a56798-dbf7-41ba-897c-f08cec5d1925,not_danceable,pop,male,not_aggressive,voice,76.0543365479,F,0.69592577219,not_happy
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,53,,53,1,ad4df5a4-4cef-4d84-90c7-f4d2d5d8f9b1,,,,,,,,,
California Dreamin',Bobby Womack,54,69.0,54,5,f995fcf8-1a16-4d1b-b7cb-ed81357c5cab,,,,,,,,,
The Girl Most Likely,Jeannie C. Riley,55,55.0,55,5,9feade79-af2f-413a-85b6-dece181a5880,,,,,,,,,
Crosstown Traffic,The Jimi Hendrix Experience,56,56.0,52,6,b5aa87fa-f164-465f-bc0d-ce7ecd5ec1fd,,,,,,,,,
California Soul,The 5th Dimension,57,62.0,57,3,7e92a2b9-0231-421a-a17d-e9eac814758b,not_danceable,roc,male,not_aggressive,voice,98.9868011475,C,0.93959325552,not_happy
Rockin' In The Same Old Boat,Bobby Bland,58,60.0,58,8,05264be7-2979-47c8-b5c5-07d0f5dd73a1,not_danceable,jaz,male,not_aggressive,voice,151.601699829,A#,0.183484718204,not_happy
"Soul Sister, Brown Sugar",Sam & Dave,59,70.0,59,3,37daba0b-bd7e-47f2-9586-c2c508655ff5,,,,,,,,,
Daddy Sang Bass,Johnny Cash,60,64.0,60,2,bd777889-bc10-4da3-95be-3aeba255393d,,,,,,,,,
Bluebirds Over The Mountain,The Beach Boys,61,61.0,61,4,aa2cc6f1-e525-4123-8de9-3878676725e6,,,,,,,,,
"Shame, Shame",Magic Lanterns,62,29.0,29,11,427f8034-b1f5-4c28-9644-d90ef9c62083,,,,,,,,,
Isn't It Lonely Together,O.C. Smith,63,63.0,63,4,bb88086c-5cb4-4512-98dd-f19ae5a55025,,,,,,,,,
I Put A Spell On You,Creedence Clearwater Revival,64,58.0,58,9,fc801bed-c483-4792-9da6-a5e19fcc16da,danceable,roc,male,aggressive,voice,103.241760254,E,0.904831945896,happy
Ramblin' Gamblin' Man,Bob Seger System,65,75.0,65,3,2d7bc711-ac32-4de2-978e-b2e4f9a679c2,danceable,pop,male,aggressive,instrumental,130.530319214,A,0.959428668022,happy
Does Anybody Know I'm Here,The Dells,66,94.0,66,2,24e2fe2f-479a-48b7-b9e0-1461b716da26,not_danceable,rhy,male,not_aggressive,voice,87.4053573608,G,0.617611587048,happy
Just Ain't No Love,Barbara Acklin,67,68.0,67,8,5912259a-0c46-426d-94b2-db446df51301,,,,,,,,,
A Minute Of Your Time,Tom Jones,68,73.0,68,3,9f5df474-50a9-472d-9db1-4ee5db248902,,,,,,,,,
American Boys,Petula Clark,69,59.0,59,7,9ea1ed30-e8dc-4870-8ef3-65873fa40362,,,,,,,,,
"Season Of The Witch, Pt. 1",Vanilla Fudge,70,65.0,65,3,2f14164a-8d17-4144-bdd0-1d75ed4e8235,,,,,,,,,
White Houses,Eric Burdon & The Animals,71,67.0,67,7,14a17d41-cf82-447d-b150-1809c2efff8d,,,,,,,,,
You Got Soul,Johnny Nash,72,81.0,72,4,6970ba0d-d750-4a1a-8960-09ce9face08a,,,,,,,,,
Rainbow Ride,Andy Kim,73,84.0,73,3,9bce7702-88ea-46c5-bc7e-fdd28c757c9f,danceable,roc,male,not_aggressive,voice,99.9254379272,C#,0.897945523262,happy
Condition Red,The Goodees,74,97.0,74,3,eb878b24-5f31-4a54-9a15-e89178fab4b9,,,,,,,,,
Not On The Outside,The Moments,75,85.0,75,2,5eda3030-3622-444c-ae6e-71edd4c93bb9,,,,,,,,,
Chitty Chitty Bang Bang,Paul Mauriat,76,78.0,76,7,3c15ce9d-131b-46cb-a8f8-3916746d6094,,,,,,,,,
Electric Stories,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",77,83.0,77,2,8312083e-eeaa-4a59-9618-488b798da9d9,not_danceable,rhy,female,not_aggressive,instrumental,105.368118286,A#,0.752590715885,not_happy
Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,78,88.0,78,2,d0cb39a3-82cd-458f-9b51-0e6fe2c87ed1,,,,,,,,,
This Magic Moment,Jay & The Americans,79,90.0,79,2,8b142fe2-71d4-42be-87a5-59e33aeedfc8,,,,,,,,,
Vance,Roger Miller,80,80.0,80,5,f2f39761-1f1b-42cb-b950-28e74af8cb5a,,,,,,,,,
I Forgot To Be Your Lover,William Bell,81,,81,1,5520dd39-eb3e-4cb5-92a7-883e2d0ba0b7,,,,,,,,,
Rain In My Heart,Frank Sinatra,82,,82,1,89039afe-bc2c-460e-b22c-f117d77c70f7,not_danceable,jaz,male,not_aggressive,voice,172.26574707,B,0.195027917624,not_happy
Shout! - Part 1,Chambers Brothers,83,96.0,83,3,b8b96539-c84a-4698-a1e8-42920a426d3e,,,,,,,,,
Build Me Up Buttercup,The Foundations,84,,84,1,f9a95e0e-ca09-4f83-8dcf-79e061cf8542,,,,,,,,,
"Sweet Cream Ladies, Forward March",The Box Tops,85,89.0,85,2,f7940b38-6482-47f6-9474-d13241d52c34,,,,,,,,,
Tit For Tat (Ain't No Taking Back),James Brown,86,86.0,86,3,28780fbd-1f12-4e9a-9515-ac63312648af,not_danceable,rhy,male,not_aggressive,voice,131.706069946,D,0.94475466013,happy
Kay,"John Wesley Ryles, I",87,87.0,87,2,bfd94b49-79f0-4852-a4a5-b885323a1556,,,,,,,,,
"Ob-La-Di, Ob-La-Da",Arthur Conley,88,,88,1,74665de2-b1b5-413a-ad85-edf1b2624965,,,,,,,,,
She's A Lady,John Sebastian,89,,89,1,e7b16410-6782-46e3-bafd-f274e7495a94,not_danceable,cla,female,aggressive,voice,140.083221436,A,0.802123367786,happy
You Showed Me,The Turtles,90,,90,1,416855f9-42b3-49d8-a27b-8e6ad4e0ecbf,not_danceable,jaz,male,not_aggressive,voice,91.157913208,C,0.521225094795,happy
Eloise,Barry Ryan,91,92.0,91,2,2cee3302-5819-4470-8c68-e55faf6c59dc,,,,,,,,,
If It Wasn't For Bad Luck,Ray Charles & Jimmy Lewis,92,,92,1,a4549591-4ff8-44b9-8b0a-df3b488fccce,danceable,jaz,male,not_aggressive,voice,106.313911438,A#,0.847557008266,happy
You've Got The Power,The Esquires,93,93.0,93,2,d306fe29-ce10-4a99-a01f-1da7789d5247,,,,,,,,,
Looking Back,Joe Simon,94,,91,3,e02fefc3-59ba-4c82-8cf0-57d684a43c5c,,,,,,,,,
The Thought Of Loving You,The Crystal Mansion,95,95.0,95,3,5d015412-a8b0-475a-bed9-6aeb795dc7de,not_danceable,roc,female,not_aggressive,voice,125.300460815,C#,0.975334465504,happy
Things I'd Like To Say,New Colony Six,96,100.0,96,2,87ce3480-1dcc-4a5c-b0ac-f53ed2eaedce,not_danceable,pop,male,not_aggressive,voice,96.2837524414,D,0.87509483099,not_happy
I Can't Help It (If I'm Still In Love With You),Al Martino,97,99.0,97,2,6486ef1e-54e9-4eac-b263-8de6bd5deb33,not_danceable,rhy,male,not_aggressive,voice,95.6112289429,A#,0.805548071861,not_happy
I'm Into Lookin' For Someone To Love Me,Bobby Vee,98,98.0,98,2,3877d3ac-98ea-43e4-a6be-a247ab4b6f7a,,,,,,,,,
Ain't Got No; I Got Life,Nina Simone,99,,99,1,7e2fb5f9-464a-4eee-992a-987586d8db58,,,,,,,,,
Goodnight My Love,Paul Anka,100,,100,1,87e2dbdb-7e79-4e16-9651-9eec711536dc,,,,,,,,,
I Heard It Through The Grapevine,Marvin Gaye,1,1.0,1,8,e61df9eb-8132-40c3-b898-08de47f40eca,,,,,,,,,
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,2,3.0,2,6,6e7db3b4-04f0-47e9-b246-5502e0b7c74a,,,,,,,,,
Wichita Lineman,Glen Campbell,3,5.0,3,11,0349ed15-7133-4cb6-a3e5-befb8d1e456c,,,,,,,,,
Soulful Strut,Young-Holt Unlimited,4,4.0,4,7,8bd0e16b-aefd-4c7b-abd8-c98e1677b01c,not_danceable,rhy,male,not_aggressive,voice,89.6971130371,A#,0.872257351875,happy
Hooked On A Feeling,B.J. Thomas,5,10.0,5,9,81b6569f-14d0-41c1-954e-f3d79e087358,,,,,,,,,
Cloud Nine,The Temptations,6,6.0,6,9,44528432-43fb-4307-963a-ba46f4b9a1e5,,,,,,,,,
For Once In My Life,Stevie Wonder,7,2.0,2,11,9efdb106-4dde-4df8-9483-e1bfd0093489,danceable,jaz,female,not_aggressive,voice,108.897949219,A#,0.827656745911,not_happy
Crimson And Clover,Tommy James And The Shondells,8,17.0,8,5,e2026483-f77f-482f-b942-b3bb3b9a81c5,,,,,,,,,
Love Child,Diana Ross & The Supremes,9,7.0,1,13,4817ccff-18fb-4553-b261-f5df694aefc3,,,,,,,,,
I Love How You Love Me,Bobby Vinton,10,11.0,9,11,0d37948f-2c4b-490d-b65d-ce77f1585285,not_danceable,pop,male,not_aggressive,voice,152.832504272,A#,0.77354490757,happy
Cinnamon,Derek,11,12.0,11,12,8a219f88-6b7a-4cc8-8234-68b3874420b7,,,,,,,,,
Going Up The Country,Canned Heat,12,15.0,12,6,18db6336-5bb7-4156-963c-9c9a71172821,not_danceable,rhy,female,not_aggressive,instrumental,162.41696167,A#,0.86390799284,happy
Son-Of-A Preacher Man,Dusty Springfield,13,18.0,13,7,320e2761-c83f-4a08-961e-4197dfa5bae3,,,,,,,,,
Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,14,14.0,14,8,419f5748-4269-4e60-bd0e-ca736cdd2e52,,,,,,,,,
Stormy,Classics IV Featuring Dennis Yost,15,8.0,5,12,985adb4c-e6d2-4997-85ba-fa5c66ae18e6,,,,,,,,,
"Abraham, Martin And John",Dion,16,16.0,4,12,fe9e7c5b-e110-4608-9cb0-56f9cc12f824,,,,,,,,,
If I Can Dream,Elvis Presley,17,26.0,17,7,9e4108dc-5efe-4a48-b56f-bacba9580653,,,,,,,,,
Touch Me,The Doors,18,37.0,18,3,e1f18237-dc4f-416c-aa47-abc33286f326,not_danceable,roc,female,not_aggressive,instrumental,110.891235352,F,0.760567486286,happy
I Started A Joke,Bee Gees,19,40.0,19,4,d84534de-9ea2-4324-8610-046b3c849ea5,,,,,,,,,
Who's Making Love,Johnnie Taylor,20,9.0,5,12,c633896d-6b06-4236-a5b9-e3601e68c633,,,,,,,,,
Too Weak To Fight,Clarence Carter,21,13.0,13,10,bea2197f-66a8-4919-b760-84857b549e86,,,,,,,,,
Both Sides Now,Judy Collins,22,22.0,8,10,21cf914d-6af5-4f92-ad2b-5e2e985595d8,,,,,,,,,
Worst That Could Happen,Brooklyn Bridge,23,38.0,23,4,b7544e6b-36f3-4f2e-8e02-2a6357639b78,,,,,,,,,
A Ray Of Hope,The Rascals,24,32.0,24,6,35be801e-ad5d-4d2f-8c24-8e67cbea7507,not_danceable,roc,male,not_aggressive,voice,103.522621155,C,0.929937303066,not_happy
This Is My Country,The Impressions,25,25.0,25,7,990a43c0-2a0d-4030-a351-1c185919bb2d,not_danceable,cla,male,not_aggressive,voice,102.988349915,C#,0.477982550859,happy
Everyday People,Sly & The Family Stone,26,27.0,26,7,e78d3baa-8ed8-4f8c-86c1-84f81839c7b2,,,,,,,,,
Hey Jude,Wilson Pickett,27,28.0,27,4,4691a7c0-038b-44cc-9124-317a2245290a,,,,,,,,,
Can I Change My Mind,Tyrone Davis,28,29.0,28,4,456b635d-4acd-4aad-8fa9-cf1f9e73c691,,,,,,,,,
Magic Carpet Ride,Steppenwolf,29,24.0,3,15,453ddc4d-f8c2-406b-a14a-43dab56da555,not_danceable,rhy,female,not_aggressive,instrumental,110.215385437,E,0.621582686901,not_happy
Hey Jude,The Beatles,30,23.0,1,18,a15c0aea-ac38-4c69-963e-0aac7940be03,,,,,,,,,
Hang 'Em High,Booker T. & The MG's,31,34.0,31,10,fd7c5062-d369-46d2-a0e1-febe4b477c0e,,,,,,,,,
Scarborough Fair,Sergio Mendes & Brasil '66,32,30.0,16,9,47cc660b-0176-40f0-83aa-f8a04ad35e6d,,,,,,,,,
Stand By Your Man,Tammy Wynette,33,33.0,33,10,652b28d5-1bb5-4220-b7a2-727aafe91264,,,,,,,,,
California Soul,The 5th Dimension,34,57.0,34,4,7e92a2b9-0231-421a-a17d-e9eac814758b,not_danceable,roc,male,not_aggressive,voice,98.9868011475,C,0.93959325552,not_happy
There's Gonna Be A Showdown,Archie Bell & The Drells,35,35.0,35,5,617db5ad-ef5a-4508-b7b5-1aba149a99c2,,,,,,,,,
See Saw,Aretha Franklin,36,20.0,14,8,b467d117-bd98-46a0-99f9-619829af3f60,,,,,,,,,
Papa's Got A Brand New Bag,Otis Redding,37,21.0,21,7,1085e03e-d132-48ac-8da2-27ec2d668a8c,danceable,hip,female,not_aggressive,voice,131.715423584,D#,0.746437251568,not_happy
Bella Linda,The Grass Roots,38,42.0,38,7,535a13de-c8b9-41b0-a792-ea866b76cff0,,,,,,,,,
Baby Let's Wait,The Royal Guardsmen,39,39.0,39,9,54957e66-5ef0-4e77-849b-a442e6f1209d,,,,,,,,,
Bring It On Home To Me,Eddie Floyd,40,19.0,17,13,9e3b83f3-1631-4d2d-beb0-7cf619ef3607,danceable,rhy,male,not_aggressive,voice,123.781219482,C,0.956165671349,happy
My Song,Aretha Franklin,41,31.0,31,7,0fd48a2e-90c7-4446-b414-9010bb082b2f,,,,,,,,,
Are You Happy,Jerry Butler,42,43.0,42,6,ade00c78-4d02-4c9d-b9c3-44896840654e,,,,,,,,,
Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,43,44.0,43,6,ab5cccaf-649a-4e76-a171-0513aa0a8b58,,,,,,,,,
Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,44,41.0,33,13,37ec4818-73b0-44fc-8e1c-8cae1c0bf73b,,,,,,,,,
My Favorite Things,Herb Alpert & The Tijuana Brass,45,46.0,45,5,d9f138cc-9ff7-45db-86c2-13f5cf4c51b9,,,,,,,,,
I've Gotta Be Me,Sammy Davis Jr.,46,47.0,46,5,bdf63dc8-6777-4feb-9d0c-3d640ade18bb,,,,,,,,,
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,47,53.0,47,2,ad4df5a4-4cef-4d84-90c7-f4d2d5d8f9b1,,,,,,,,,
Build Me Up Buttercup,The Foundations,48,84.0,48,2,f9a95e0e-ca09-4f83-8dcf-79e061cf8542,,,,,,,,,
Chewy Chewy,Ohio Express,49,36.0,15,13,8fc40d62-0660-469a-b6df-9582e32aedb3,,,,,,,,,
Little Arrows,Leapy Lee,50,45.0,16,14,ce49ddf6-4b44-4e18-8419-e2de5f9759ed,,,,,,,,,
The Beginning Of My End,The Unifics,51,51.0,51,5,218bf907-d39d-4f9b-984e-404416b509a4,danceable,rhy,male,not_aggressive,voice,140.561233521,A#,0.803186058998,happy
California Dreamin',Bobby Womack,52,54.0,52,6,f995fcf8-1a16-4d1b-b7cb-ed81357c5cab,,,,,,,,,
Crosstown Traffic,The Jimi Hendrix Experience,53,56.0,52,7,b5aa87fa-f164-465f-bc0d-ce7ecd5ec1fd,,,,,,,,,
Ramblin' Gamblin' Man,Bob Seger System,54,65.0,54,4,2d7bc711-ac32-4de2-978e-b2e4f9a679c2,danceable,pop,male,aggressive,instrumental,130.530319214,A,0.959428668022,happy
A Minute Of Your Time,Tom Jones,55,68.0,55,4,9f5df474-50a9-472d-9db1-4ee5db248902,,,,,,,,,
"Ob-La-Di, Ob-La-Da",Arthur Conley,56,88.0,56,2,74665de2-b1b5-413a-ad85-edf1b2624965,,,,,,,,,
Malinda,Bobby Taylor & The Vancouvers,57,48.0,48,6,8bd39849-a762-4550-bdb7-4d9b2c2b45a1,,,,,,,,,
"Soul Sister, Brown Sugar",Sam & Dave,58,59.0,58,4,37daba0b-bd7e-47f2-9586-c2c508655ff5,,,,,,,,,
Daddy Sang Bass,Johnny Cash,59,60.0,59,3,bd777889-bc10-4da3-95be-3aeba255393d,,,,,,,,,
Rainbow Ride,Andy Kim,60,73.0,60,4,9bce7702-88ea-46c5-bc7e-fdd28c757c9f,danceable,roc,male,not_aggressive,voice,99.9254379272,C#,0.897945523262,happy
The Girl Most Likely,Jeannie C. Riley,61,55.0,55,6,9feade79-af2f-413a-85b6-dece181a5880,,,,,,,,,
Bluebirds Over The Mountain,The Beach Boys,62,61.0,61,5,aa2cc6f1-e525-4123-8de9-3878676725e6,,,,,,,,,
Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,63,78.0,63,3,d0cb39a3-82cd-458f-9b51-0e6fe2c87ed1,,,,,,,,,
Does Anybody Know I'm Here,The Dells,64,66.0,64,3,24e2fe2f-479a-48b7-b9e0-1461b716da26,not_danceable,rhy,male,not_aggressive,voice,87.4053573608,G,0.617611587048,happy
This Magic Moment,Jay & The Americans,65,79.0,65,3,8b142fe2-71d4-42be-87a5-59e33aeedfc8,,,,,,,,,
Rockin' In The Same Old Boat,Bobby Bland,66,58.0,58,9,05264be7-2979-47c8-b5c5-07d0f5dd73a1,not_danceable,jaz,male,not_aggressive,voice,151.601699829,A#,0.183484718204,not_happy
I Can't Turn You Loose,The Chambers Brothers,67,50.0,37,8,de6dab4e-5959-4c52-b6be-50277c47fbae,,,,,,,,,
Isn't It Lonely Together,O.C. Smith,68,63.0,63,5,bb88086c-5cb4-4512-98dd-f19ae5a55025,,,,,,,,,
Just Ain't No Love,Barbara Acklin,69,67.0,67,9,5912259a-0c46-426d-94b2-db446df51301,,,,,,,,,
You Got Soul,Johnny Nash,70,72.0,70,5,6970ba0d-d750-4a1a-8960-09ce9face08a,,,,,,,,,
White Houses,Eric Burdon & The Animals,71,71.0,67,8,14a17d41-cf82-447d-b150-1809c2efff8d,,,,,,,,,
You Showed Me,The Turtles,72,90.0,72,2,416855f9-42b3-49d8-a27b-8e6ad4e0ecbf,not_danceable,jaz,male,not_aggressive,voice,91.157913208,C,0.521225094795,happy
"Sweet Cream Ladies, Forward March",The Box Tops,73,85.0,73,3,f7940b38-6482-47f6-9474-d13241d52c34,,,,,,,,,
Condition Red,The Goodees,74,74.0,74,4,eb878b24-5f31-4a54-9a15-e89178fab4b9,,,,,,,,,
Not On The Outside,The Moments,75,75.0,75,3,5eda3030-3622-444c-ae6e-71edd4c93bb9,,,,,,,,,
Electric Stories,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",76,77.0,76,3,8312083e-eeaa-4a59-9618-488b798da9d9,not_danceable,rhy,female,not_aggressive,instrumental,105.368118286,A#,0.752590715885,not_happy
Chitty Chitty Bang Bang,Paul Mauriat,77,76.0,76,8,3c15ce9d-131b-46cb-a8f8-3916746d6094,,,,,,,,,
I Forgot To Be Your Lover,William Bell,78,81.0,78,2,5520dd39-eb3e-4cb5-92a7-883e2d0ba0b7,,,,,,,,,
"Shame, Shame",Magic Lanterns,79,62.0,29,12,427f8034-b1f5-4c28-9644-d90ef9c62083,,,,,,,,,
American Boys,Petula Clark,80,69.0,59,8,9ea1ed30-e8dc-4870-8ef3-65873fa40362,,,,,,,,,
Rain In My Heart,Frank Sinatra,81,82.0,81,2,89039afe-bc2c-460e-b22c-f117d77c70f7,not_danceable,jaz,male,not_aggressive,voice,172.26574707,B,0.195027917624,not_happy
Things I'd Like To Say,New Colony Six,82,96.0,82,3,87ce3480-1dcc-4a5c-b0ac-f53ed2eaedce,not_danceable,pop,male,not_aggressive,voice,96.2837524414,D,0.87509483099,not_happy
Goodnight My Love,Paul Anka,83,100.0,83,2,87e2dbdb-7e79-4e16-9651-9eec711536dc,,,,,,,,,
The Thought Of Loving You,The Crystal Mansion,84,95.0,84,4,5d015412-a8b0-475a-bed9-6aeb795dc7de,not_danceable,roc,female,not_aggressive,voice,125.300460815,C#,0.975334465504,happy
She's A Lady,John Sebastian,85,89.0,85,2,e7b16410-6782-46e3-bafd-f274e7495a94,not_danceable,cla,female,aggressive,voice,140.083221436,A,0.802123367786,happy
Eloise,Barry Ryan,86,91.0,86,3,2cee3302-5819-4470-8c68-e55faf6c59dc,,,,,,,,,
Tit For Tat (Ain't No Taking Back),James Brown,87,86.0,86,4,28780fbd-1f12-4e9a-9515-ac63312648af,not_danceable,rhy,male,not_aggressive,voice,131.706069946,D,0.94475466013,happy
Vance,Roger Miller,88,80.0,80,6,f2f39761-1f1b-42cb-b950-28e74af8cb5a,,,,,,,,,
