song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Raised On Country,2019-08-10,Chris Young,62,71.0,62,9,f302bbab-713d-4a98-81a5-c98ac879789d,danceable,roc,male,not_aggressive,voice,147.926177979,D,0.916578888893,happy
Talk You Out Of It,2019-08-10,Florida Georgia Line,63,65.0,63,24,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Single Again,2019-08-10,Big Sean,64,,64,1,9cf8175e-ee54-42ee-a54d-ec8fff42ef8f,,,,,,,,,
Press,2019-08-10,Cardi B,66,63.0,16,9,48f06882-f06a-4c31-ad96-b90a448cba02,danceable,rhy,female,not_aggressive,voice,133.730072021,A#,0.787681996822,not_happy
Time,2019-08-10,NF,67,,67,2,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
EARFQUAKE,2019-08-10,"Tyler, The Creator",68,70.0,13,11,b9648e9e-e8b9-4db1-943e-eb1f6db72257,danceable,rhy,female,not_aggressive,voice,155.741531372,D,0.721960663795,not_happy
Hate Me,2019-08-10,Ellie Goulding & Juice WRLD,74,82.0,74,2,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
It's You,2019-08-10,Ali Gatie,75,72.0,70,7,d3641718-f119-4d3e-b9d3-3a284dbb8a4b,danceable,rhy,male,not_aggressive,instrumental,95.8860626221,A,0.841300785542,not_happy
Lalala,2019-08-10,Y2K & bbno$,76,77.0,68,5,672fb9a2-7560-4c1b-9516-40c39ce4e630,danceable,rhy,female,not_aggressive,voice,129.950088501,A#,0.897412121296,not_happy
Antisocial,2019-08-10,Ed Sheeran & Travis Scott,78,62.0,37,3,b99da1d1-2b21-4b1d-831d-93494705e0df,,,,,,,,,
The Archer,2019-08-10,Taylor Swift,79,69.0,69,2,7237d88e-c070-4d21-9d55-fd124f568078,,,,,,,,,
No Me Conoce,2019-08-10,"Jhay Cortez, J Balvin & Bad Bunny",80,83.0,80,4,6776b802-e31b-49d5-a594-23296644b905,,,,,,,,,
Southbound,2019-08-10,Carrie Underwood,81,89.0,81,3,07f0e808-9012-4d53-b0df-a6cb3a4cf867,danceable,pop,female,not_aggressive,voice,100.489433289,F,0.964328944683,not_happy
Living,2019-08-10,Dierks Bentley,82,,82,1,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy
Leave Me Alone,2019-08-10,NF,85,,85,1,fed6c6ac-2236-4ed2-b13f-038655f611e4,danceable,pop,female,not_aggressive,voice,162.350250244,A#,0.932352483273,not_happy
The Search,2019-08-10,NF,86,,70,2,15ee39d8-5d80-40d5-8779-cba9ee35e226,danceable,rhy,female,aggressive,voice,119.982345581,D,0.279247432947,not_happy
Before I Let Go,2019-08-10,Beyonce,87,85.0,65,15,cb6e819a-ce5c-4f70-b32b-f60ed4401604,danceable,pop,female,not_aggressive,instrumental,102.958877563,A#,0.937182247639,not_happy
Ballin',2019-08-10,Mustard & Roddy Ricch,93,94.0,93,2,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
Cool,2019-08-10,Jonas Brothers,97,84.0,27,17,28a308df-f8e9-4a26-bfd9-a55feebb7049,,,,,,,,,
Tip Of My Tongue,2019-08-10,Kenny Chesney,98,98.0,83,3,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy
What If I Never Get Over You,2019-08-10,Lady Antebellum,99,,86,2,8bf1c752-dabb-439f-8290-9d0605a6216e,,,,,,,,,
Nightmare,2019-08-10,Halsey,100,81.0,15,11,8597db99-63fd-472e-b87f-e436c5107df9,,,,,,,,,
Bad Guy,2019-08-17,Billie Eilish,2,2.0,2,19,1e9792da-e83d-4a4f-843b-6799efa84108,,,,,,,,,
Senorita,2019-08-17,Shawn Mendes & Camila Cabello,3,3.0,2,7,bef6b06e-f06a-4af4-a4c4-8b91a9864847,,,,,,,,,
Truth Hurts,2019-08-17,Lizzo,4,4.0,4,14,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1,,,,,,,,,
Talk,2019-08-17,Khalid,5,5.0,3,26,5f65f0f1-3c21-4cf6-830b-c3acb516aca5,,,,,,,,,
No Guidance,2019-08-17,Chris Brown Featuring Drake,6,6.0,6,9,897719b4-e6dd-41c2-bd3d-9d43cab454a5,,,,,,,,,
I Don't Care,2019-08-17,Ed Sheeran & Justin Bieber,7,7.0,2,13,09fe14ca-7734-4fa0-9365-8159d236d7af,danceable,rhy,female,not_aggressive,voice,102.037666321,F#,0.942279100418,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),2019-08-17,Post Malone & Swae Lee,14,11.0,1,42,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
Suge,2019-08-17,DaBaby,15,14.0,7,19,fde4aee5-feb2-4222-aef3-962834d80929,danceable,rhy,female,not_aggressive,voice,151.006347656,A#,0.604345798492,not_happy
The Git Up,2019-08-17,Blanco Brown,16,15.0,14,9,bcfb9be9-5ea0-4998-9822-68fc1cc76cf4,,,,,,,,,
Someone You Loved,2019-08-17,Lewis Capaldi,17,18.0,17,13,8fec020a-8282-4c6e-8a67-d0ec86f60911,,,,,,,,,
You Need To Calm Down,2019-08-17,Taylor Swift,18,16.0,2,8,f40d709b-4e48-4e40-ab6b-4a02ec39498c,,,,,,,,,
"Hey Look Ma, I Made It",2019-08-17,Panic! At The Disco,19,17.0,16,17,057c8042-8030-4070-b01b-b11b00817a0d,not_danceable,pop,male,not_aggressive,voice,108.025169373,A#,0.916709542274,not_happy
Dancing With A Stranger,2019-08-17,Sam Smith & Normani,20,19.0,7,30,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Beer Never Broke My Heart,2019-08-17,Luke Combs,21,21.0,21,14,51899a1a-8d48-4adb-a43a-1deef603de1a,,,,,,,,,
Wow.,2019-08-17,Post Malone,23,20.0,2,33,a6d85260-c6fa-4099-9884-92a4f86f636c,danceable,rhy,female,not_aggressive,voice,100.00289917,A#,0.841975152493,not_happy
Without Me,2019-08-17,Halsey,24,22.0,1,44,91d1ebb0-aff0-4b6c-9c5a-ec1d87dc2fe4,,,,,,,,,
Pop Out,2019-08-17,Polo G Featuring Lil Tjay,25,27.0,11,20,a90d60b3-e647-4460-8258-e319f00c8e5d,danceable,hip,female,not_aggressive,voice,83.9410018921,A#,0.924027383327,happy
Happier,2019-08-17,Marshmello & Bastille,26,25.0,2,51,56fd881e-ee97-4b56-a3d9-bf4b177fd619,danceable,pop,male,not_aggressive,voice,99.7781143188,A#,0.840327262878,happy
The London,2019-08-17,"Young Thug, J. Cole & Travis Scott",27,28.0,12,11,94853b83-5992-4744-a87b-d949b31cf775,danceable,rhy,male,not_aggressive,voice,97.9715652466,F,0.86017781496,not_happy
Knockin' Boots,2019-08-17,Luke Bryan,32,37.0,32,15,62729b79-45de-4e00-9ffe-7f3990ae9ff2,danceable,pop,male,not_aggressive,voice,131.994979858,A,0.926493942738,happy
All To Myself,2019-08-17,Dan + Shay,33,43.0,33,14,e8d126c1-d46c-438c-be92-ed3406e91d24,danceable,pop,male,not_aggressive,voice,95.0159454346,C#,0.880275249481,not_happy
Sweet But Psycho,2019-08-17,Ava Max,34,33.0,10,34,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9,danceable,pop,female,not_aggressive,voice,132.992660522,C#,0.925689935684,happy
My Type,2019-08-17,Saweetie,35,38.0,35,6,243f2558-8612-44b0-bf38-287acf7e44d7,danceable,hip,female,not_aggressive,voice,104.986694336,C,0.954523861408,happy
Whiskey Glasses,2019-08-17,Morgan Wallen,36,35.0,17,23,fac61a09-4c85-4583-8786-ad7c41b00c48,danceable,roc,male,not_aggressive,voice,150.107376099,F#,0.960179388523,happy
How Do You Sleep?,2019-08-17,Sam Smith,37,40.0,29,3,ebc71d87-c1c6-404c-84b9-3a8e92287268,,,,,,,,,
Never Really Over,2019-08-17,Katy Perry,38,29.0,15,10,625fa4e1-4ab7-48fb-b4b0-2c2b7548522d,danceable,pop,female,not_aggressive,instrumental,99.8707962036,G#,0.841673135757,happy
Shotta Flow,2019-08-17,NLE Choppa,39,36.0,36,16,6d3e01df-4892-4536-8622-8d2655959c11,,,,,,,,,
Rearview Town,2019-08-17,Jason Aldean,40,46.0,40,11,c674c4a2-aab4-401b-b763-225b55485908,,,,,,,,,
Better,2019-08-17,Khalid,42,45.0,8,47,9b8fe367-124f-4ead-a03c-d2d5b890c507,,,,,,,,,
Otro Trago,2019-08-17,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",44,34.0,34,9,6b048c69-73cf-4229-9006-0112dbea4adf,danceable,rhy,female,not_aggressive,instrumental,87.9576950073,F,0.948481440544,not_happy
Baby,2019-08-17,Lil Baby & DaBaby,45,41.0,41,3,062f8de2-0b5a-467e-ae3f-70cc30440ccb,danceable,rhy,male,not_aggressive,voice,107.97882843,A#,0.697579324245,not_happy
The Ones That Didn't Make It Back Home,2019-08-17,Justin Moore,46,51.0,46,8,2038d56a-d59b-41fb-8912-c98be8249afc,danceable,roc,male,not_aggressive,voice,138.038726807,D#,0.931264281273,not_happy
Trampoline,2019-08-17,SHAED,52,60.0,52,10,51ae7463-3af5-4888-a468-895bebcbd37c,,,,,,,,,
Callaita,2019-08-17,Bad Bunny & Tainy,53,52.0,52,9,3f288b3a-3270-4984-9638-201c4d6754d3,danceable,rhy,male,not_aggressive,voice,87.7952270508,D,0.871781170368,not_happy
Raised On Country,2019-08-17,Chris Young,54,62.0,54,10,f302bbab-713d-4a98-81a5-c98ac879789d,danceable,roc,male,not_aggressive,voice,147.926177979,D,0.916578888893,happy
Easier,2019-08-17,5 Seconds Of Summer,55,57.0,48,11,25597f61-a704-4c93-84b7-067812cbc6a1,danceable,rhy,female,not_aggressive,instrumental,87.826210022,F,0.857754409313,not_happy
Talk You Out Of It,2019-08-17,Florida Georgia Line,57,63.0,57,25,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Trust Issues,2019-08-17,Drake,58,,58,1,83f3c7cb-ec1f-4d4c-8300-e4918e528489,not_danceable,rhy,male,not_aggressive,voice,109.891685486,D,0.8627166152,not_happy
How About Now,2019-08-17,Drake,60,,60,1,d2810397-3f53-4d7d-b967-d8f6e5cde449,danceable,hip,male,not_aggressive,voice,122.240135193,C#,0.690121531487,not_happy
The Motion,2019-08-17,Drake,61,,61,1,b8d1b38e-b615-4f7c-9099-4d4e191b38c8,,,,,,,,,
One Thing Right,2019-08-17,Marshmello & Kane Brown,62,55.0,55,7,bf93039e-4f44-4bca-822a-51031e6cfb11,danceable,pop,female,not_aggressive,voice,88.070274353,E,0.901040673256,happy
Only Human,2019-08-17,Jonas Brothers,63,70.0,63,8,829ddfad-aad2-466a-a8c4-a60d67bba865,danceable,rhy,female,aggressive,voice,93.8261108398,C,0.950024247169,not_happy
Press,2019-08-17,Cardi B,64,66.0,16,10,48f06882-f06a-4c31-ad96-b90a448cba02,danceable,rhy,female,not_aggressive,voice,133.730072021,A#,0.787681996822,not_happy
Some Of It,2019-08-17,Eric Church,65,59.0,43,11,08eaa326-a4df-434f-a0fa-a950dc8ac51f,not_danceable,pop,male,not_aggressive,voice,161.530700684,C,0.92039513588,not_happy
ME!,2019-08-17,Taylor Swift Featuring Brendon Urie,66,61.0,2,16,26359b00-81fa-4f04-bcb5-d1f3955e72e7,danceable,pop,male,not_aggressive,voice,90.9808654785,F,0.97845607996,happy
Lalala,2019-08-17,Y2K & bbno$,71,76.0,68,6,672fb9a2-7560-4c1b-9516-40c39ce4e630,danceable,rhy,female,not_aggressive,voice,129.950088501,A#,0.897412121296,not_happy
Living,2019-08-17,Dierks Bentley,72,82.0,72,2,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy
Hate Me,2019-08-17,Ellie Goulding & Juice WRLD,74,74.0,74,3,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
It's You,2019-08-17,Ali Gatie,75,75.0,70,8,d3641718-f119-4d3e-b9d3-3a284dbb8a4b,danceable,rhy,male,not_aggressive,instrumental,95.8860626221,A,0.841300785542,not_happy
Southbound,2019-08-17,Carrie Underwood,76,81.0,76,4,07f0e808-9012-4d53-b0df-a6cb3a4cf867,danceable,pop,female,not_aggressive,voice,100.489433289,F,0.964328944683,not_happy
EARFQUAKE,2019-08-17,"Tyler, The Creator",77,68.0,13,12,b9648e9e-e8b9-4db1-943e-eb1f6db72257,danceable,rhy,female,not_aggressive,voice,155.741531372,D,0.721960663795,not_happy
No Me Conoce,2019-08-17,"Jhay Cortez, J Balvin & Bad Bunny",78,80.0,78,5,6776b802-e31b-49d5-a594-23296644b905,,,,,,,,,
Time,2019-08-17,NF,79,67.0,67,3,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
Uno,2019-08-17,Ambjaay,82,,82,1,413f6328-1c43-4abe-91e8-8ba83249339c,,,,,,,,,
Single Again,2019-08-17,Big Sean,84,64.0,64,2,7a1b3177-cdc6-4afc-bf81-f3c1fc30befb,danceable,rhy,female,not_aggressive,voice,94.7734832764,A#,0.87169778347,not_happy
Club Paradise,2019-08-17,Drake,85,,85,1,e5db8cb7-d462-4877-9a8a-2fd9ed27947b,not_danceable,pop,male,not_aggressive,voice,122.740974426,B,0.883142948151,not_happy
Fear Inoculum,2019-08-17,Tool,93,,93,1,ffe036a9-6c92-4098-bd1e-1b9f6439fb00,,,,,,,,,
Love You Too Late,2019-08-17,Cole Swindell,94,,94,1,ebdd4822-138f-4b90-9275-c6e9e8e2af6b,,,,,,,,,
Days In The East,2019-08-17,Drake,95,,95,1,6f6d9406-ca6f-4657-9f0c-5777caf4626f,danceable,rhy,female,not_aggressive,voice,94.7955627441,E,0.858888208866,not_happy
What Happens In A Small Town,2019-08-17,Brantley Gilbert + Lindsay Ell,97,,97,1,facad4d6-c2ec-4d03-8297-305f053714ed,danceable,roc,female,aggressive,voice,138.016418457,B,0.919007539749,happy
Prayed For You,2019-08-17,Matt Stell,99,,99,1,b0b524ad-c1a5-472d-8e9b-b4891e2a3c81,danceable,pop,male,not_aggressive,voice,139.97203064,A,0.882284224033,happy
Before I Let Go,2019-08-17,Beyonce,100,87.0,65,16,cb6e819a-ce5c-4f70-b32b-f60ed4401604,danceable,pop,female,not_aggressive,instrumental,102.958877563,A#,0.937182247639,not_happy
Bad Guy,2019-08-24,Billie Eilish,1,2.0,1,20,1e9792da-e83d-4a4f-843b-6799efa84108,,,,,,,,,
Senorita,2019-08-24,Shawn Mendes & Camila Cabello,2,3.0,2,8,62f09fd2-144a-439a-96f9-ce93f05b48ae,danceable,rhy,female,not_aggressive,voice,117.006637573,F,0.897114932537,happy
Truth Hurts,2019-08-24,Lizzo,4,4.0,4,15,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1,,,,,,,,,
Talk,2019-08-24,Khalid,5,5.0,3,27,1a4d507e-1c64-45e9-8ee5-e3963be93c91,,,,,,,,,
If I Can't Have You,2019-08-24,Shawn Mendes,10,11.0,2,15,6dd2d92e-90f0-4f23-aab6-87316a653b4f,danceable,rhy,male,not_aggressive,instrumental,120.9034729,A,0.940785050392,not_happy
Hot Girl Summer,2019-08-24,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,,11,1,167ac082-54e5-4ac8-8226-220cc39d6027,,,,,,,,,
Sucker,2019-08-24,Jonas Brothers,12,12.0,1,24,31148286-91df-454f-a309-8e16767fac61,danceable,rhy,female,not_aggressive,voice,137.986099243,F#,0.924671113491,not_happy
Someone You Loved,2019-08-24,Lewis Capaldi,14,17.0,14,14,5a0f5be9-fb55-4798-8564-cf4598def9ed,,,,,,,,,
Sunflower (Spider-Man: Into The Spider-Verse),2019-08-24,Post Malone & Swae Lee,15,14.0,1,43,74ce027a-e5a1-47f4-8997-68d89febca3f,,,,,,,,,
Suge,2019-08-24,DaBaby,16,15.0,7,20,2e46313c-7d8d-4019-833c-cac666861eee,,,,,,,,,
The Git Up,2019-08-24,Blanco Brown,17,16.0,14,10,bcfb9be9-5ea0-4998-9822-68fc1cc76cf4,,,,,,,,,
You Need To Calm Down,2019-08-24,Taylor Swift,18,18.0,2,9,f40d709b-4e48-4e40-ab6b-4a02ec39498c,,,,,,,,,
Boyfriend,2019-08-24,Ariana Grande & Social House,19,8.0,8,2,07b1e336-e628-4469-bde8-9d68c77263c5,,,,,,,,,
"Hey Look Ma, I Made It",2019-08-24,Panic! At The Disco,21,19.0,16,18,057c8042-8030-4070-b01b-b11b00817a0d,not_danceable,pop,male,not_aggressive,voice,108.025169373,A#,0.916709542274,not_happy
Dancing With A Stranger,2019-08-24,Sam Smith & Normani,22,20.0,7,31,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Beer Never Broke My Heart,2019-08-24,Luke Combs,23,21.0,21,15,51899a1a-8d48-4adb-a43a-1deef603de1a,,,,,,,,,
Pop Out,2019-08-24,Polo G Featuring Lil Tjay,24,25.0,11,21,a90d60b3-e647-4460-8258-e319f00c8e5d,danceable,hip,female,not_aggressive,voice,83.9410018921,A#,0.924027383327,happy
Happier,2019-08-24,Marshmello & Bastille,30,26.0,2,52,56fd881e-ee97-4b56-a3d9-bf4b177fd619,danceable,pop,male,not_aggressive,voice,99.7781143188,A#,0.840327262878,happy
All To Myself,2019-08-24,Dan + Shay,31,33.0,31,15,e8d126c1-d46c-438c-be92-ed3406e91d24,danceable,pop,male,not_aggressive,voice,95.0159454346,C#,0.880275249481,not_happy
Knockin' Boots,2019-08-24,Luke Bryan,32,32.0,32,16,34b5e938-5d4c-40ef-acb4-e8bb8c386d58,,,,,,,,,
My Type,2019-08-24,Saweetie,33,35.0,33,7,243f2558-8612-44b0-bf38-287acf7e44d7,danceable,hip,female,not_aggressive,voice,104.986694336,C,0.954523861408,happy
Baby,2019-08-24,Lil Baby & DaBaby,34,45.0,34,4,062f8de2-0b5a-467e-ae3f-70cc30440ccb,danceable,rhy,male,not_aggressive,voice,107.97882843,A#,0.697579324245,not_happy
God's Country,2019-08-24,Blake Shelton,35,29.0,17,20,e0287d0e-9d09-4ced-9434-fb9c27d7d17d,danceable,pop,male,aggressive,instrumental,139.890838623,F,0.922444462776,not_happy
Panini,2019-08-24,Lil Nas X,36,31.0,16,8,bc244b8c-b581-4e92-b450-86c10bce6bad,danceable,pop,female,not_aggressive,instrumental,153.823944092,F,0.852353453636,not_happy
How Do You Sleep?,2019-08-24,Sam Smith,37,37.0,29,4,ebc71d87-c1c6-404c-84b9-3a8e92287268,,,,,,,,,
Whiskey Glasses,2019-08-24,Morgan Wallen,38,36.0,17,24,fac61a09-4c85-4583-8786-ad7c41b00c48,danceable,roc,male,not_aggressive,voice,150.107376099,F#,0.960179388523,happy
Shotta Flow,2019-08-24,NLE Choppa,40,39.0,36,17,286c68bb-66a8-4b8b-b850-1a3c72762af7,danceable,hip,female,not_aggressive,voice,120.111732483,A#,0.770028114319,not_happy
Rearview Town,2019-08-24,Jason Aldean,41,40.0,40,12,c674c4a2-aab4-401b-b763-225b55485908,,,,,,,,,
Sweet But Psycho,2019-08-24,Ava Max,42,34.0,10,35,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy
Otro Trago,2019-08-24,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",43,44.0,34,10,6b048c69-73cf-4229-9006-0112dbea4adf,danceable,rhy,female,not_aggressive,instrumental,87.9576950073,F,0.948481440544,not_happy
Queen Of Mean,2019-08-24,Sarah Jeffery,49,67.0,49,2,150b745d-12db-4b63-acf9-49c308155a12,danceable,rhy,female,not_aggressive,voice,172.265548706,F,0.819000720978,not_happy
Never Really Over,2019-08-24,Katy Perry,50,38.0,15,11,625fa4e1-4ab7-48fb-b4b0-2c2b7548522d,danceable,pop,female,not_aggressive,instrumental,99.8707962036,G#,0.841673135757,happy
The Ones That Didn't Make It Back Home,2019-08-24,Justin Moore,52,46.0,46,9,2038d56a-d59b-41fb-8912-c98be8249afc,danceable,roc,male,not_aggressive,voice,138.038726807,D#,0.931264281273,not_happy
Only Human,2019-08-24,Jonas Brothers,53,63.0,53,9,4ff52497-b2ae-457b-9d1f-9233bff403ee,,,,,,,,,
Callaita,2019-08-24,Bad Bunny & Tainy,54,53.0,52,10,3f288b3a-3270-4984-9638-201c4d6754d3,danceable,rhy,male,not_aggressive,voice,87.7952270508,D,0.871781170368,not_happy
Raised On Country,2019-08-24,Chris Young,55,54.0,54,11,f302bbab-713d-4a98-81a5-c98ac879789d,danceable,roc,male,not_aggressive,voice,147.926177979,D,0.916578888893,happy
Easier,2019-08-24,5 Seconds Of Summer,56,55.0,48,12,2e723198-d600-4b52-9d24-aefb94da0dca,,,,,,,,,
Go Loko,2019-08-24,"YG, Tyga & Jon Z",57,51.0,49,15,3e011372-da42-41d4-b85e-c2b8d374c7fb,,,,,,,,,
Talk You Out Of It,2019-08-24,Florida Georgia Line,58,57.0,57,26,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Press,2019-08-24,Cardi B,61,64.0,16,11,48f06882-f06a-4c31-ad96-b90a448cba02,danceable,rhy,female,not_aggressive,voice,133.730072021,A#,0.787681996822,not_happy
I Don't Know About You,2019-08-24,Chris Lane,62,69.0,62,6,7c6bc566-4684-4366-95b9-a4f45bf08e92,,,,,,,,,
ME!,2019-08-24,Taylor Swift Featuring Brendon Urie,63,66.0,2,17,26359b00-81fa-4f04-bcb5-d1f3955e72e7,danceable,pop,male,not_aggressive,voice,90.9808654785,F,0.97845607996,happy
Lalala,2019-08-24,Y2K & bbno$,70,71.0,68,7,672fb9a2-7560-4c1b-9516-40c39ce4e630,danceable,rhy,female,not_aggressive,voice,129.950088501,A#,0.897412121296,not_happy
No Me Conoce,2019-08-24,"Jhay Cortez, J Balvin & Bad Bunny",71,78.0,71,6,6776b802-e31b-49d5-a594-23296644b905,,,,,,,,,
It's You,2019-08-24,Ali Gatie,72,75.0,70,9,24d58850-04fd-4749-95c7-17b5f0e455e4,,,,,,,,,
Hate Me,2019-08-24,Ellie Goulding & Juice WRLD,73,74.0,73,4,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
Some Of It,2019-08-24,Eric Church,74,65.0,43,12,08eaa326-a4df-434f-a0fa-a950dc8ac51f,not_danceable,pop,male,not_aggressive,voice,161.530700684,C,0.92039513588,not_happy
Love You Too Late,2019-08-24,Cole Swindell,75,94.0,75,2,e6db7a24-e934-4dd1-802c-9f42548f7ad2,,,,,,113.982086182,,0.944931209087,
EARFQUAKE,2019-08-24,"Tyler, The Creator",76,77.0,13,13,4fb4b8fe-f837-4ffb-b0ac-efd30940654a,,,,,,,,,
Tip Of My Tongue,2019-08-24,Kenny Chesney,77,86.0,77,5,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy
Ballin',2019-08-24,Mustard & Roddy Ricch,79,89.0,79,4,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
We Were,2019-08-24,Keith Urban,80,90.0,80,2,1582c177-e2e9-4e83-b08a-855bbe54bb56,danceable,rhy,male,not_aggressive,voice,81.0270767212,F,0.874532103539,happy
Small Talk,2019-08-24,Katy Perry,81,,81,1,d4a2e09a-b321-4be4-87a4-b1bad6bf1836,danceable,pop,female,not_aggressive,voice,115.493484497,F,0.783570051193,not_happy
Prayed For You,2019-08-24,Matt Stell,82,99.0,82,2,b0b524ad-c1a5-472d-8e9b-b4891e2a3c81,danceable,pop,male,not_aggressive,voice,139.97203064,A,0.882284224033,happy
Uno,2019-08-24,Ambjaay,89,82.0,82,2,c307df4a-105d-4497-9855-ad2fe3fa2073,,,,,,,,,
Buy My Own Drinks,2019-08-24,Runaway June,90,,90,1,788db0c1-6b58-4c7a-89d6-ad7d8a543999,not_danceable,roc,female,aggressive,voice,104.003700256,F,0.895175158978,happy
Love Ain't,2019-08-24,Eli Young Band,91,87.0,50,18,00b87afb-f39f-430a-b22e-85a261468e21,danceable,roc,male,not_aggressive,voice,98.0459060669,E,0.898925483227,happy
F.N,2019-08-24,Lil Tjay,92,,92,1,2b9c66a7-22b8-4b40-9775-1618e2fcdf37,danceable,rhy,female,not_aggressive,voice,119.877815247,F#,0.504994094372,not_happy
Sanguine Paradise,2019-08-24,Lil Uzi Vert,94,,28,16,5d02cafc-0913-4853-a056-60ac0b0704d9,,,,,,,,,
What If I Never Get Over You,2019-08-24,Lady Antebellum,96,,86,3,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f,danceable,roc,male,not_aggressive,voice,92.9138336182,C,0.934688985348,not_happy
Que Pretendes,2019-08-24,J Balvin & Bad Bunny,99,,65,5,9fec67fc-8480-4df6-9f04-6f00c569ebfa,danceable,rhy,male,not_aggressive,instrumental,93.97290802,A#,0.960824012756,not_happy
Single Again,2019-08-24,Big Sean,100,84.0,64,3,9cf8175e-ee54-42ee-a54d-ec8fff42ef8f,,,,,,,,,
Senorita,2019-08-31,Shawn Mendes & Camila Cabello,1,2.0,1,9,62f09fd2-144a-439a-96f9-ce93f05b48ae,danceable,rhy,female,not_aggressive,voice,117.006637573,F,0.897114932537,happy
Bad Guy,2019-08-31,Billie Eilish,2,1.0,1,21,1c5f75c9-a45b-490a-9795-a81ba791495a,,,,,,,,,
Truth Hurts,2019-08-31,Lizzo,3,4.0,3,16,1e88ada8-7fea-49d0-9e21-0413485fc694,,,,,,,,,
I Don't Care,2019-08-31,Ed Sheeran & Justin Bieber,8,7.0,2,15,09fe14ca-7734-4fa0-9365-8159d236d7af,danceable,rhy,female,not_aggressive,voice,102.037666321,F#,0.942279100418,not_happy
Goodbyes,2019-08-31,Post Malone Featuring Young Thug,9,9.0,3,7,d23659cc-7bad-4cdc-93e1-ced6426e3c4b,,,,,,,,,
If I Can't Have You,2019-08-31,Shawn Mendes,10,10.0,2,16,6dd2d92e-90f0-4f23-aab6-87316a653b4f,danceable,rhy,male,not_aggressive,instrumental,120.9034729,A,0.940785050392,not_happy
Someone You Loved,2019-08-31,Lewis Capaldi,11,14.0,11,15,5a0f5be9-fb55-4798-8564-cf4598def9ed,,,,,,,,,
Sucker,2019-08-31,Jonas Brothers,12,12.0,1,25,abb7a870-6ffb-4d24-b103-bbe638fc6aeb,,,,,,,,,
You Need To Calm Down,2019-08-31,Taylor Swift,14,18.0,2,10,ab359bc9-5313-45f6-8643-7ba918efd5bd,,,,,,,,,
Sunflower (Spider-Man: Into The Spider-Verse),2019-08-31,Post Malone & Swae Lee,15,15.0,1,44,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
The Git Up,2019-08-31,Blanco Brown,16,17.0,14,11,bcfb9be9-5ea0-4998-9822-68fc1cc76cf4,,,,,,,,,
