song,artist,this_week,last_week,peak_position,weeks_on_chart
I'll Never Fall In Love Again,Tom Jones,31,52,31,10
Workin' On A Groovy Thing,The 5th Dimension,32,42,32,4
Doggone Right,Smokey Robinson & The Miracles,33,32,32,8
Commotion,Creedence Clearwater Revival,34,71,34,2
Clean Up Your Own Back Yard,Elvis Presley,35,37,35,6
It's Getting Better,Mama Cass,36,36,36,10
Marrakesh Express,"Crosby, Stills & Nash",37,38,37,4
Moonflight,Vik Venus Alias: Your Main Moon Man,38,39,38,9
The Nitty Gritty,Gladys Knight And The Pips,39,65,39,4
Share Your Love With Me,Aretha Franklin,40,55,40,2
"Sugar, Sugar",The Archies,41,67,41,3
True Grit,Glen Campbell,42,44,42,3
Soul Deep,The Box Tops,43,50,43,6
Hurt So Bad,The Lettermen,44,48,44,11
Muddy River,Johnny Rivers,45,51,45,7
Did You See Her Eyes,The Illusion,46,58,46,6
"Abraham, Martin And John",Smokey Robinson & The Miracles,47,46,33,6
Green River,Creedence Clearwater Revival,48,70,48,2
On Campus,Dickie Goodman,49,45,45,7
Abergavenny,Shannon,50,72,50,5
Your Good Thing (Is About To End),Lou Rawls,51,61,51,4
I'm Free,The Who,52,60,52,4
Birthday,Underground Sunshine,53,56,53,4
Your Husband - My Wife,Brooklyn Bridge,54,59,54,4
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,55,53,46,8
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,56,54,54,9
Tell All The People,The Doors,57,57,57,9
I've Lost Everything I've Ever Loved,David Ruffin,58,66,58,4
Hey Joe,Wilson Pickett,59,62,59,5
Jack And Jill,Tommy Roe,60,78,60,4
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,61,86,61,2
While You're Out Looking For Sugar?,The Honey Cone,62,68,62,7
Everybody Knows Matilda,Duke Baxter,63,69,63,3
Nobody But You Babe,Clarence Reid,64,77,64,2
Break Away,The Beach Boys,65,63,63,6
Where Do I Go/Be-In/Hare Krishna,The Happenings,66,73,66,5
Till You Get Enough,The Watts 103rd Street Rhythm Band,67,74,67,4
Change Of Heart,Dennis Yost And The Classics IV,68,82,68,2
"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,69,98,69,3
Simple Song Of Freedom,Tim Hardin,70,81,70,2
Odds And Ends,Dionne Warwick,71,79,71,3
Let Yourself Go,The Friends Of Distinction,72,85,72,3
Don't Tell Your Mama (Where You've Been),Eddie Floyd,73,75,73,7
Nothing Can Take The Place Of You,Brook Benton,74,80,74,5
Ease Back,The Meters,75,76,75,3
That's The Way God Planned It,Billy Preston,76,84,76,2
Easy To Be Hard,Three Dog Night,77,,77,1
Keem-O-Sabe,The Electric Indian,78,91,78,2
Hot Fun In The Summertime,Sly & The Family Stone,79,,79,1
When I Die,Motherlode,80,,80,1
First Hymn From Grand Terrace,Mark Lindsay,81,83,81,3
The Young Folks,Diana Ross & The Supremes,82,88,82,2
Dynamite Woman,Sir Douglas Quintet,83,87,83,2
By The Time I Get To Phoenix,The Mad Lads,84,90,84,2
I Could Never Be President,Johnnie Taylor,85,,85,1
In My Room,Sagittarius,86,89,86,2
One Night Affair,The O'Jays,87,,87,1
I Take A Lot Of Pride In What I Am,Dean Martin,88,,88,1
In A Moment,The Intrigues,89,100,89,2
Look At Mine,Petula Clark,90,,90,1
Chelsea Morning,Judy Collins,91,,91,1
Let's Call It A Day Girl,Bobby Vee,92,92,92,2
The Hunter,Ike & Tina Turner,93,93,93,2
Hook And Sling-Part I,Eddie Bo,94,95,94,2
Let Me Be The Man My Daddy Was,The Chi-lites,95,97,95,2
You Made A Believer (Out Of Me),Ruby Andrews,96,96,96,2
Big Bruce,Steve Greenberg,97,99,97,3
Farewell Love Scene,Romeo & Juliet Soundtrack,98,,98,1
Questions 67 And 68,Chicago,99,,99,1
Who Do You Love,Quicksilver Messenger Service,100,,100,1
In The Year 2525,Zager & Evans,1,1,1,9
Honky Tonk Women,The Rolling Stones,2,3,2,5
Crystal Blue Persuasion,Tommy James And The Shondells,3,2,2,11
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,4,5,4,8
A Boy Named Sue,Johnny Cash,5,7,5,4
Put A Little Love In Your Heart,Jackie DeShannon,6,9,6,8
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,7,6,6,11
My Cherie Amour,Stevie Wonder,8,8,4,12
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,9,4,4,14
"Baby, I Love You",Andy Kim,10,10,9,13
Spinning Wheel,"Blood, Sweat & Tears",11,11,2,12
Laughing,The Guess Who,12,20,12,6
Polk Salad Annie,Tony Joe White,13,14,13,7
Get Together,The Youngbloods,14,21,14,16
Green River,Creedence Clearwater Revival,15,48,15,3
Lay Lady Lay,Bob Dylan,16,19,16,6
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,17,12,11,10
Quentin's Theme,The Charles Randolph Grean Sounde,18,13,13,10
My Pledge Of Love,The Joe Jeffrey Group,19,16,14,11
Give Peace A Chance,Plastic Ono Band,20,23,20,4
Choice Of Colors,The Impressions,21,24,21,8
Workin' On A Groovy Thing,The 5th Dimension,22,32,22,5
Good Morning Starshine,Oliver,23,17,3,13
"Sugar, Sugar",The Archies,24,41,24,4
I'll Never Fall In Love Again,Tom Jones,25,31,25,11
"Yesterday, When I Was Young",Roy Clark,26,25,19,10
I'd Wait A Million Years,The Grass Roots,27,30,27,7
Color Him Father,The Winstons,28,15,7,13
One,Three Dog Night,29,18,5,16
It's Getting Better,Mama Cass,30,36,30,11
Marrakesh Express,"Crosby, Stills & Nash",31,37,31,5
Share Your Love With Me,Aretha Franklin,32,40,32,3
Along Came Jones,Ray Stevens,33,27,27,8
Commotion,Creedence Clearwater Revival,34,34,34,3
Clean Up Your Own Back Yard,Elvis Presley,35,35,35,7
Good Old Rock 'N Roll,Cat Mother & the All Night News Boys,36,26,21,8
Hurt So Bad,The Lettermen,37,44,37,12
Reconsider Me,Johnny Adams,38,28,28,8
The Nitty Gritty,Gladys Knight And The Pips,39,39,39,5
Easy To Be Hard,Three Dog Night,40,77,40,2
Soul Deep,The Box Tops,41,43,41,7
True Grit,Glen Campbell,42,42,42,4
Birthday,Underground Sunshine,43,53,43,5
Your Good Thing (Is About To End),Lou Rawls,44,51,44,5
Muddy River,Johnny Rivers,45,45,45,8
Did You See Her Eyes,The Illusion,46,46,46,7
Abergavenny,Shannon,47,50,47,6
I'm Free,The Who,48,52,48,5
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,49,61,49,3
Your Husband - My Wife,Brooklyn Bridge,50,54,50,5
Keem-O-Sabe,The Electric Indian,51,78,51,3
Everybody Knows Matilda,Duke Baxter,52,63,52,4
Moonflight,Vik Venus Alias: Your Main Moon Man,53,38,38,10
Hot Fun In The Summertime,Sly & The Family Stone,54,79,54,2
On Campus,Dickie Goodman,55,49,45,8
Jack And Jill,Tommy Roe,56,60,56,5
Change Of Heart,Dennis Yost And The Classics IV,57,68,57,3
Nobody But You Babe,Clarence Reid,58,64,58,3
Odds And Ends,Dionne Warwick,59,71,59,4
I've Lost Everything I've Ever Loved,David Ruffin,60,58,58,5
Simple Song Of Freedom,Tim Hardin,61,70,61,3
While You're Out Looking For Sugar?,The Honey Cone,62,62,62,8
Let Yourself Go,The Friends Of Distinction,63,72,63,4
When I Die,Motherlode,64,80,64,2
"Oh, What A Night",The Dells,65,,65,1
I Could Never Be President,Johnnie Taylor,66,85,66,2
Hey Joe,Wilson Pickett,67,59,59,6
"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,68,69,68,4
Ease Back,The Meters,69,75,69,4
Where Do I Go/Be-In/Hare Krishna,The Happenings,70,66,66,6
That's The Way God Planned It,Billy Preston,71,76,71,3
Jean,Oliver,72,,72,1
The Young Folks,Diana Ross & The Supremes,73,82,73,3
Till You Get Enough,The Watts 103rd Street Rhythm Band,74,67,67,5
Nothing Can Take The Place Of You,Brook Benton,75,74,74,6
I Do,The Moments,76,,76,1
Move Over,Steppenwolf,77,,77,1
Questions 67 And 68,Chicago,78,99,78,2
Everybody's Talkin',Nilsson,79,,79,1
In A Moment,The Intrigues,80,89,80,3
First Hymn From Grand Terrace,Mark Lindsay,81,81,81,4
One Night Affair,The O'Jays,82,87,82,2
Chelsea Morning,Judy Collins,83,91,83,2
I Can't Get Next To You,The Temptations,84,,84,1
Let Me Be The One,Peaches & Herb,85,,85,1
The Colour Of My Love,Jefferson,86,,86,1
What Kind Of Fool Do You Think I Am,Bill Deal & The Rhondels,87,,87,1
I Take A Lot Of Pride In What I Am,Dean Martin,88,88,88,2
Maybe The Rain Will Fall,The Cascades,89,,89,1
Look At Mine,Petula Clark,90,90,90,2
Muddy Mississippi Line,Bobby Goldsboro,91,,91,1
Going In Circles,The Friends Of Distinction,92,,92,1
Hook And Sling-Part I,Eddie Bo,93,94,93,3
Let Me Be The Man My Daddy Was,The Chi-lites,94,95,94,3
Who Do You Love,Quicksilver Messenger Service,95,100,95,2
Farewell Love Scene,Romeo & Juliet Soundtrack,96,98,96,2
You Got Yours And I'll Get Mine,The Delfonics,97,,97,1
Goodbye Columbus,The Association,98,,80,5
Oh How Happy,Blinky & Edwin Starr,99,,99,1
Any Way That You Want Me,Evie Sands,100,,100,1
Honky Tonk Women,The Rolling Stones,1,2,1,6
A Boy Named Sue,Johnny Cash,2,5,2,5
Crystal Blue Persuasion,Tommy James And The Shondells,3,3,2,12
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,4,4,4,9
In The Year 2525,Zager & Evans,5,1,1,10
Put A Little Love In Your Heart,Jackie DeShannon,6,6,6,9
Green River,Creedence Clearwater Revival,7,15,7,4
Polk Salad Annie,Tony Joe White,8,13,8,8
Get Together,The Youngbloods,9,14,9,17
Laughing,The Guess Who,10,12,10,7
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,11,7,6,12
Lay Lady Lay,Bob Dylan,12,16,12,7
"Baby, I Love You",Andy Kim,13,10,9,14
"Sugar, Sugar",The Archies,14,24,14,5
Give Peace A Chance,Plastic Ono Band,15,20,15,5
My Cherie Amour,Stevie Wonder,16,8,4,13
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,17,9,4,15
Easy To Be Hard,Three Dog Night,18,40,18,3
I'll Never Fall In Love Again,Tom Jones,19,25,19,12
Workin' On A Groovy Thing,The 5th Dimension,20,22,20,6
Choice Of Colors,The Impressions,21,21,21,9
Quentin's Theme,The Charles Randolph Grean Sounde,22,18,13,11
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,23,17,11,11
Soul Deep,The Box Tops,24,41,24,8
Spinning Wheel,"Blood, Sweat & Tears",25,11,2,13
I'd Wait A Million Years,The Grass Roots,26,27,26,8
Birthday,Underground Sunshine,27,43,27,6
Marrakesh Express,"Crosby, Stills & Nash",28,31,28,6
Hurt So Bad,The Lettermen,29,37,29,13
The Nitty Gritty,Gladys Knight And The Pips,30,39,30,6
Share Your Love With Me,Aretha Franklin,31,32,31,4
Commotion,Creedence Clearwater Revival,32,34,32,4
My Pledge Of Love,The Joe Jeffrey Group,33,19,14,12
It's Getting Better,Mama Cass,34,30,30,12
True Grit,Glen Campbell,35,42,35,5
Did You See Her Eyes,The Illusion,36,46,36,8
I'm Free,The Who,37,48,37,6
Clean Up Your Own Back Yard,Elvis Presley,38,35,35,8
Keem-O-Sabe,The Electric Indian,39,51,39,4
"Oh, What A Night",The Dells,40,65,40,2
Muddy River,Johnny Rivers,41,45,41,9
Hot Fun In The Summertime,Sly & The Family Stone,42,54,42,3
Your Good Thing (Is About To End),Lou Rawls,43,44,43,6
Jean,Oliver,44,72,44,2
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,45,49,45,4
Nobody But You Babe,Clarence Reid,46,58,46,4
Abergavenny,Shannon,47,47,47,7
I Can't Get Next To You,The Temptations,48,84,48,2
Everybody's Talkin',Nilsson,49,79,49,2
Your Husband - My Wife,Brooklyn Bridge,50,50,50,6
Change Of Heart,Dennis Yost And The Classics IV,51,57,51,4
Everybody Knows Matilda,Duke Baxter,52,52,52,5
Odds And Ends,Dionne Warwick,53,59,53,5
Jack And Jill,Tommy Roe,54,56,54,6
When I Die,Motherlode,55,64,55,3
"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,56,68,56,5
Simple Song Of Freedom,Tim Hardin,57,61,57,4
Move Over,Steppenwolf,58,77,58,2
I Could Never Be President,Johnnie Taylor,59,66,59,3
I'm A Better Man,Engelbert Humperdinck,60,,60,1
Ease Back,The Meters,61,69,61,5
That's The Way God Planned It,Billy Preston,62,71,62,4
In A Moment,The Intrigues,63,80,63,4
Let Yourself Go,The Friends Of Distinction,64,63,63,5
What Kind Of Fool Do You Think I Am,Bill Deal & The Rhondels,65,87,65,2
I'm Gonna Make You Mine,Lou Christie,66,,66,1
This Girl Is A Woman Now,Gary Puckett And The Union Gap,67,,67,1
I Do,The Moments,68,76,68,2
The Young Folks,Diana Ross & The Supremes,69,73,69,4
Muddy Mississippi Line,Bobby Goldsboro,70,91,70,2
Questions 67 And 68,Chicago,71,78,71,3
One Night Affair,The O'Jays,72,82,72,3
Little Woman,Bobby Sherman,73,,73,1
Lowdown Popcorn,James Brown,74,,74,1
That's The Way Love Is,Marvin Gaye,75,,75,1
I Take A Lot Of Pride In What I Am,Dean Martin,76,88,76,3
Rain,Jose Feliciano,77,,77,1
Chelsea Morning,Judy Collins,78,83,78,3
Maybe The Rain Will Fall,The Cascades,79,89,79,2
Let Me Be The One,Peaches & Herb,80,85,80,2
"You, I",The Rugbys,81,,81,1
The Train,1910 Fruitgum Co.,82,,82,1
Lodi,Al Wilson,83,,83,1
Don't It Make You Want To Go Home,Joe South and The Believers,84,,84,1
The Colour Of My Love,Jefferson,85,86,85,2
Hook And Sling-Part I,Eddie Bo,86,93,86,4
Farewell Love Scene,Romeo & Juliet Soundtrack,87,96,87,3
Here I Go Again,Smokey Robinson & The Miracles,88,,88,1
Look At Mine,Petula Clark,89,90,89,3
Going In Circles,The Friends Of Distinction,90,92,90,2
Who Do You Love,Quicksilver Messenger Service,91,95,91,3
Oh How Happy,Blinky & Edwin Starr,92,99,92,2
Can't Find The Time,Orpheus,93,,93,1
Walk On By,Isaac Hayes,94,,94,1
Goodbye Columbus,The Association,95,98,80,6
Any Way That You Want Me,Evie Sands,96,100,96,2
You Got Yours And I'll Get Mine,The Delfonics,97,97,97,2
Green Fields,The Vogues,98,,98,1
All I Have To Offer You (Is Me),Charley Pride,99,,99,1
Memphis Train,Buddy Miles Express,100,,100,1
Honky Tonk Women,The Rolling Stones,1,1,1,7
A Boy Named Sue,Johnny Cash,2,2,2,6
"Sugar, Sugar",The Archies,3,14,3,6
Put A Little Love In Your Heart,Jackie DeShannon,4,6,4,10
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,5,4,4,10
Get Together,The Youngbloods,6,9,6,18
Green River,Creedence Clearwater Revival,7,7,7,5
In The Year 2525,Zager & Evans,8,5,1,11
Lay Lady Lay,Bob Dylan,9,12,9,8
Crystal Blue Persuasion,Tommy James And The Shondells,10,3,2,13
Polk Salad Annie,Tony Joe White,11,8,8,9
Laughing,The Guess Who,12,10,10,8
Easy To Be Hard,Three Dog Night,13,18,13,4
I'll Never Fall In Love Again,Tom Jones,14,19,14,13
Give Peace A Chance,Plastic Ono Band,15,15,15,6
"Baby, I Love You",Andy Kim,16,13,9,15
I'd Wait A Million Years,The Grass Roots,17,26,17,9
Soul Deep,The Box Tops,18,24,18,9
Hurt So Bad,The Lettermen,19,29,19,14
Workin' On A Groovy Thing,The 5th Dimension,20,20,20,7
My Cherie Amour,Stevie Wonder,21,16,4,14
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,22,11,6,13
Share Your Love With Me,Aretha Franklin,23,31,23,5
The Nitty Gritty,Gladys Knight And The Pips,24,30,24,7
Choice Of Colors,The Impressions,25,21,21,10
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,26,17,4,16
Birthday,Underground Sunshine,27,27,27,7
Keem-O-Sabe,The Electric Indian,28,39,28,5
"Oh, What A Night",The Dells,29,40,29,3
I Can't Get Next To You,The Temptations,30,48,30,3
Your Good Thing (Is About To End),Lou Rawls,31,43,31,7
Marrakesh Express,"Crosby, Stills & Nash",32,28,28,7
Jean,Oliver,33,44,33,3
Did You See Her Eyes,The Illusion,34,36,34,9
Commotion,Creedence Clearwater Revival,35,32,32,5
Hot Fun In The Summertime,Sly & The Family Stone,36,42,36,4
I'm Free,The Who,37,37,37,7
True Grit,Glen Campbell,38,35,35,6
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,39,45,39,5
It's Getting Better,Mama Cass,40,34,30,13
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,41,23,11,12
Move Over,Steppenwolf,42,58,42,3
This Girl Is A Woman Now,Gary Puckett And The Union Gap,43,67,43,2
Everybody's Talkin',Nilsson,44,49,44,3
Nobody But You Babe,Clarence Reid,45,46,45,5
Your Husband - My Wife,Brooklyn Bridge,46,50,46,7
When I Die,Motherlode,47,55,47,4
Odds And Ends,Dionne Warwick,48,53,48,6
That's The Way Love Is,Marvin Gaye,49,75,49,2
Simple Song Of Freedom,Tim Hardin,50,57,50,5
Change Of Heart,Dennis Yost And The Classics IV,51,51,51,5
Muddy River,Johnny Rivers,52,41,41,10
"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,53,56,53,6
Abergavenny,Shannon,54,47,47,8
What Kind Of Fool Do You Think I Am,Bill Deal & The Rhondels,55,65,55,3
I Could Never Be President,Johnnie Taylor,56,59,56,4
In A Moment,The Intrigues,57,63,57,5
I'm A Better Man,Engelbert Humperdinck,58,60,58,2
I'm Gonna Make You Mine,Lou Christie,59,66,59,2
Lowdown Popcorn,James Brown,60,74,60,2
Everybody Knows Matilda,Duke Baxter,61,52,52,6
Jack And Jill,Tommy Roe,62,54,54,7
Maybe The Rain Will Fall,The Cascades,63,79,63,3
What's The Use Of Breaking Up,Jerry Butler,64,,64,1
That's The Way God Planned It,Billy Preston,65,62,62,5
Little Woman,Bobby Sherman,66,73,66,2
I Do,The Moments,67,68,67,3
Muddy Mississippi Line,Bobby Goldsboro,68,70,68,3
One Night Affair,The O'Jays,69,72,69,4
Ease Back,The Meters,70,61,61,6
Here I Go Again,Smokey Robinson & The Miracles,71,88,71,2
The Young Folks,Diana Ross & The Supremes,72,69,69,5
Going In Circles,The Friends Of Distinction,73,90,73,3
Let Me Be The One,Peaches & Herb,74,80,74,3
I Take A Lot Of Pride In What I Am,Dean Martin,75,76,75,4
You Got Yours And I'll Get Mine,The Delfonics,76,97,76,3
Rain,Jose Feliciano,77,77,77,2
Sugar On Sunday,The Clique,78,,78,1
Lodi,Al Wilson,79,83,79,2
"You, I",The Rugbys,80,81,80,2
The Train,1910 Fruitgum Co.,81,82,81,2
Don't It Make You Want To Go Home,Joe South and The Believers,82,84,82,2
Daddy's Little Man,O.C. Smith,83,,83,1
The Colour Of My Love,Jefferson,84,85,84,3
Hook And Sling-Part I,Eddie Bo,85,86,85,5
Farewell Love Scene,Romeo & Juliet Soundtrack,86,87,86,4
Chelsea Morning,Judy Collins,87,78,78,4
By The Time I Get To Phoenix,Isaac Hayes,88,,88,1
No One For Me To Turn To,Spiral Starecase,89,,89,1
I Want You To Know,The New Colony Six,90,,90,1
Sad Girl,The Intruders,91,,91,1
Any Way That You Want Me,Evie Sands,92,96,92,3
Can't Find The Time,Orpheus,93,93,93,2
Walk On By,Isaac Hayes,94,94,94,2
Goodbye Columbus,The Association,95,95,80,7
The Ways To Love A Man,Tammy Wynette,96,,96,1
All I Have To Offer You (Is Me),Charley Pride,97,99,97,2
Green Fields,The Vogues,98,98,98,2
Black Berries - Pt 1,The Isley Brothers,99,,99,1
Get Off My Back Woman,B.B. King,100,,100,1
Honky Tonk Women,The Rolling Stones,1,1,1,8
A Boy Named Sue,Johnny Cash,2,2,2,7
"Sugar, Sugar",The Archies,3,3,3,7
Green River,Creedence Clearwater Revival,4,7,4,6
Get Together,The Youngbloods,5,6,5,19
Put A Little Love In Your Heart,Jackie DeShannon,6,4,4,11
Lay Lady Lay,Bob Dylan,7,9,7,9
Easy To Be Hard,Three Dog Night,8,13,8,5
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,9,5,4,11
I'll Never Fall In Love Again,Tom Jones,10,14,10,14
I Can't Get Next To You,The Temptations,11,30,11,4
Laughing,The Guess Who,12,12,10,9
Polk Salad Annie,Tony Joe White,13,11,8,10
Give Peace A Chance,Plastic Ono Band,14,15,14,7
Hurt So Bad,The Lettermen,15,19,15,15
I'd Wait A Million Years,The Grass Roots,16,17,16,10
Crystal Blue Persuasion,Tommy James And The Shondells,17,10,2,14
Soul Deep,The Box Tops,18,18,18,10
In The Year 2525,Zager & Evans,19,8,1,12
Share Your Love With Me,Aretha Franklin,20,23,20,6
Jean,Oliver,21,33,21,4
Keem-O-Sabe,The Electric Indian,22,28,22,6
The Nitty Gritty,Gladys Knight And The Pips,23,24,23,8
Workin' On A Groovy Thing,The 5th Dimension,24,20,20,8
"Baby, I Love You",Andy Kim,25,16,9,16
Birthday,Underground Sunshine,26,27,26,8
"Oh, What A Night",The Dells,27,29,27,4
Everybody's Talkin',Nilsson,28,44,28,4
Hot Fun In The Summertime,Sly & The Family Stone,29,36,29,5
Your Good Thing (Is About To End),Lou Rawls,30,31,30,8
Choice Of Colors,The Impressions,31,25,21,11
Did You See Her Eyes,The Illusion,32,34,32,10
Marrakesh Express,"Crosby, Stills & Nash",33,32,28,8
Little Woman,Bobby Sherman,34,66,34,3
Commotion,Creedence Clearwater Revival,35,35,32,6
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,36,39,36,6
Move Over,Steppenwolf,37,42,37,4
This Girl Is A Woman Now,Gary Puckett And The Union Gap,38,43,38,3
What's The Use Of Breaking Up,Jerry Butler,39,64,39,2
It's Getting Better,Mama Cass,40,40,30,14
That's The Way Love Is,Marvin Gaye,41,49,41,3
When I Die,Motherlode,42,47,42,5
Odds And Ends,Dionne Warwick,43,48,43,7
What Kind Of Fool Do You Think I Am,Bill Deal & The Rhondels,44,55,44,4
Nobody But You Babe,Clarence Reid,45,45,45,6
Sugar On Sunday,The Clique,46,78,46,2
I'm Gonna Make You Mine,Lou Christie,47,59,47,3
I Could Never Be President,Johnnie Taylor,48,56,48,5
Change Of Heart,Dennis Yost And The Classics IV,49,51,49,6
Simple Song Of Freedom,Tim Hardin,50,50,50,6
True Grit,Glen Campbell,51,38,35,7
I'm Free,The Who,52,37,37,8
"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,53,53,53,7
Daddy's Little Man,O.C. Smith,54,83,54,2
I'm A Better Man,Engelbert Humperdinck,55,58,55,3
In A Moment,The Intrigues,56,57,56,6
Lowdown Popcorn,James Brown,57,60,57,3
Your Husband - My Wife,Brooklyn Bridge,58,46,46,8
Muddy River,Johnny Rivers,59,52,41,11
"You, I",The Rugbys,60,80,60,3
You Got Yours And I'll Get Mine,The Delfonics,61,76,61,4
I Do,The Moments,62,67,62,4
Maybe The Rain Will Fall,The Cascades,63,63,63,4
Muddy Mississippi Line,Bobby Goldsboro,64,68,64,4
