song,artist,this_week,last_week,peak_position,weeks_on_chart
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",24,18,11,18
Breathin,Ariana Grande,25,22,12,24
A Lot,21 Savage,26,34,26,6
Lucid Dreams,Juice WRLD,27,25,2,38
Thotiana,Blueface,28,66,28,3
Tequila,Dan + Shay,29,,21,39
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,30,28,28,11
Dancing With A Stranger,Sam Smith & Normani,31,41,31,3
Sweet But Psycho,Ava Max,32,35,32,7
Beautiful,Bazzi Featuring Camila Cabello,33,27,26,26
Speechless,Dan + Shay,34,31,24,21
Trip,Ella Mai,35,30,11,26
Baby Shark,Pinkfong,36,36,32,5
Love Lies,Khalid & Normani,37,32,9,50
Beautiful Crazy,Luke Combs,38,42,38,12
You Say,Lauren Daigle,39,39,34,29
Look Back At It,A Boogie Wit da Hoodie,40,44,40,8
I Like It,"Cardi B, Bad Bunny & J Balvin",41,37,1,43
Lost In The Fire,Gesaffelstein & The Weeknd,42,33,27,3
Envy Me,Calboy,43,45,41,7
Be Alright,Dean Lewis,44,52,40,14
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,45,46,38,6
Twerk,City Girls Featuring Cardi B,46,29,29,4
Backin' It Up,Pardison Fontaine Featuring Cardi B,47,40,40,16
Girl Like You,Jason Aldean,48,51,46,10
This Is It,Scotty McCreery,49,53,49,8
Sixteen,Thomas Rhett,50,49,42,12
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,51,54,43,9
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,52,56,50,16
Burning Man,Dierks Bentley Featuring Brothers Osborne,53,48,45,15
Undecided,Chris Brown,54,55,35,4
Best Shot,Jimmie Allen,55,60,37,20
Pure Cocaine,Lil Baby,56,89,46,8
First Off,Future Featuring Travis Scott,57,47,47,2
Uproar,Lil Wayne,58,59,7,18
Good Girl,Dustin Lynch,59,58,44,12
Armed And Dangerous,Juice WRLD,60,63,44,12
Saturday Nights,Khalid & Kane Brown,61,75,57,4
Keanu Reeves,Logic,62,38,38,2
You,Jacquees,63,67,58,10
Calling My Spirit,Kodak Black,64,62,46,9
Put A Date On It,Yo Gotti Featuring Lil Baby,65,,65,1
No Stylist,French Montana Featuring Drake,66,69,47,19
Ella Quiere Beber,Anuel AA & Romeo Santos,67,61,61,13
Take It From Me,Jordan Davis,68,78,68,5
What Makes You Country,Luke Bryan,69,70,69,5
Millionaire,Chris Stapleton,70,73,67,8
Crushed Up,Future,71,43,43,4
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,72,64,28,14
Mixed Personalities,YNW Melly Featuring Kanye West,73,71,71,2
Bury A Friend,Billie Eilish,74,,74,1
Yosemite,Travis Scott,75,74,25,15
When The Party's Over,Billie Eilish,76,87,52,15
Secreto,Anuel AA & Karol G,77,68,68,2
Murder On My Mind,YNW Melly,78,95,78,2
Ruin My Life,Zara Larsson,79,77,76,5
Love Someone,Lukas Graham,80,86,80,5
Lovely,Billie Eilish & Khalid,81,82,64,14
Down To The Honkytonk,Jake Owen,82,84,75,5
Nights Like This,Kehlani Featuring Ty Dolla $ign,83,88,69,3
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,84,80,59,6
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,85,97,85,5
I'm So Tired...,Lauv & Troye Sivan,86,,86,1
Body,Loud Luxury Featuring Brando,87,85,80,5
Shot Clock,Ella Mai,88,,88,1
Sauce!,XXXTENTACION,89,,89,1
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,90,,90,1
Love Wins,Carrie Underwood,91,93,83,5
Splashin,Rich The Kid,92,,92,2
Make It Sweet,Old Dominion,93,92,92,5
Talk To Me,Tory Lanez & Rich The Kid,94,94,43,14
Burn Out,Midland,95,,92,4
Here Tonight,Brett Young,96,,88,4
BAD!,XXXTENTACION,97,,16,11
Night Shift,Jon Pardi,98,,98,1
Blue Tacoma,Russell Dickerson,99,,52,19
Let Me Down Slowly,Alec Benjamin + Alessia Cara,100,,79,2
7 Rings,Ariana Grande,1,1,1,3
Happier,Marshmello & Bastille,2,8,2,25
Without Me,Halsey,3,2,1,18
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,3,1,16
Sicko Mode,Travis Scott,5,5,1,27
High Hopes,Panic! At The Disco,6,7,4,27
"Thank U, Next",Ariana Grande,7,6,1,14
Middle Child,J. Cole,8,4,4,3
Wow.,Post Malone,9,9,8,7
Girls Like You,Maroon 5 Featuring Cardi B,10,10,1,37
Eastside,"benny blanco, Halsey & Khalid",11,11,9,30
A Lot,21 Savage,12,26,12,7
Drip Too Hard,Lil Baby & Gunna,13,12,4,21
Bury A Friend,Billie Eilish,14,74,14,2
Going Bad,Meek Mill Featuring Drake,15,15,6,10
Money,Cardi B,16,13,13,16
ZEZE,Kodak Black Featuring Travis Scott & Offset,17,14,2,17
Better,Khalid,18,23,18,21
MIA,Bad Bunny Featuring Drake,19,22,5,17
Thotiana,Blueface,20,28,20,4
Better Now,Post Malone,21,19,3,41
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,22,17,11,21
Youngblood,5 Seconds Of Summer,23,21,7,36
Shallow,Lady Gaga & Bradley Cooper,24,16,5,19
Leave Me Alone,Flipp Dinero,25,20,20,21
Dancing With A Stranger,Sam Smith & Normani,26,31,26,4
Mo Bamba,Sheck Wes,27,18,6,24
Alone,Marshmello,28,,28,11
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",29,24,11,19
Sweet But Psycho,Ava Max,30,32,30,8
Tequila,Dan + Shay,31,29,21,40
Look Back At It,A Boogie Wit da Hoodie,32,40,32,9
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,33,30,28,12
Lucid Dreams,Juice WRLD,34,27,2,39
Breathin,Ariana Grande,35,25,12,25
Beautiful Crazy,Luke Combs,36,38,36,13
You Say,Lauren Daigle,37,39,34,30
Trip,Ella Mai,38,35,11,27
I Like It,"Cardi B, Bad Bunny & J Balvin",39,41,1,44
Baby Shark,Pinkfong,40,36,32,6
Love Lies,Khalid & Normani,41,37,9,51
This Is It,Scotty McCreery,42,49,42,9
Be Alright,Dean Lewis,43,44,40,15
Speechless,Dan + Shay,44,34,24,22
Envy Me,Calboy,45,43,41,8
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,46,45,38,7
Beautiful,Bazzi Featuring Camila Cabello,47,33,26,27
Backin' It Up,Pardison Fontaine Featuring Cardi B,48,47,40,17
Lost In The Fire,Gesaffelstein & The Weeknd,49,42,27,4
Twerk,City Girls Featuring Cardi B,50,46,29,5
Girl Like You,Jason Aldean,51,48,46,11
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,52,52,50,17
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,53,51,43,10
Undecided,Chris Brown,54,54,35,5
Sixteen,Thomas Rhett,55,50,42,13
One Call,Gunna,56,,56,1
Pure Cocaine,Lil Baby,57,56,46,9
Take It From Me,Jordan Davis,58,68,58,6
Put A Date On It,Yo Gotti Featuring Lil Baby,59,65,59,2
Burning Man,Dierks Bentley Featuring Brothers Osborne,60,53,45,16
When The Party's Over,Billie Eilish,61,76,52,16
Armed And Dangerous,Juice WRLD,62,60,44,13
What Makes You Country,Luke Bryan,63,69,63,6
Pure Water,Mustard & Migos,64,,64,2
Uproar,Lil Wayne,65,58,7,19
Lovely,Billie Eilish & Khalid,66,81,64,15
Calling My Spirit,Kodak Black,67,64,46,10
Ella Quiere Beber,Anuel AA & Romeo Santos,68,67,61,14
Millionaire,Chris Stapleton,69,70,67,9
You,Jacquees,70,63,58,11
Good Girl,Dustin Lynch,71,59,44,13
Love Someone,Lukas Graham,72,80,72,6
Murder On My Mind,YNW Melly,73,78,73,3
Down To The Honkytonk,Jake Owen,74,82,74,6
Saturday Nights,Khalid & Kane Brown,75,61,57,5
Nights Like This,Kehlani Featuring Ty Dolla $ign,76,83,69,4
Yosemite,Travis Scott,77,75,25,16
Ruin My Life,Zara Larsson,78,79,76,6
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,79,72,28,15
First Off,Future Featuring Travis Scott,80,57,47,3
Body,Loud Luxury Featuring Brando,81,87,80,6
Shot Clock,Ella Mai,82,88,82,2
Talk To Me,Tory Lanez & Rich The Kid,83,94,43,15
Love Wins,Carrie Underwood,84,91,83,6
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,85,84,59,7
Mixed Personalities,YNW Melly Featuring Kanye West,86,73,71,3
Make It Sweet,Old Dominion,87,93,87,6
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,88,85,85,6
Here Tonight,Brett Young,89,96,88,5
Splashin,Rich The Kid,90,92,90,3
Keanu Reeves,Logic,91,62,38,3
No Stylist,French Montana Featuring Drake,92,66,47,20
Burn Out,Midland,93,95,92,5
Let Me Down Slowly,Alec Benjamin + Alessia Cara,94,100,79,3
Miss Me More,Kelsea Ballerini,95,,95,1
Ocean Eyes,Billie Eilish,96,,96,6
Crushed Up,Future,97,71,43,5
Night Shift,Jon Pardi,98,98,98,2
Close Friends,Lil Baby,99,,28,15
On My Way To You,Cody Johnson,100,,91,2
7 Rings,Ariana Grande,1,1,1,4
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2,,2,1
"Thank U, Next",Ariana Grande,3,7,1,15
Without Me,Halsey,4,3,1,19
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,5,4,1,17
Happier,Marshmello & Bastille,6,2,2,26
Sicko Mode,Travis Scott,7,5,1,28
High Hopes,Panic! At The Disco,8,6,4,28
Wow.,Post Malone,9,9,8,8
Eastside,"benny blanco, Halsey & Khalid",10,11,9,31
Middle Child,J. Cole,11,8,4,4
Girls Like You,Maroon 5 Featuring Cardi B,12,10,1,38
Going Bad,Meek Mill Featuring Drake,13,15,6,11
Needy,Ariana Grande,14,,14,1
A Lot,21 Savage,15,12,12,8
Drip Too Hard,Lil Baby & Gunna,16,13,4,22
NASA,Ariana Grande,17,,17,1
Shallow,Lady Gaga & Bradley Cooper,18,24,5,20
Money,Cardi B,19,16,13,17
Thotiana,Blueface,20,20,20,5
Imagine,Ariana Grande,21,,21,6
Bloodline,Ariana Grande,22,,22,1
Better,Khalid,23,18,18,22
ZEZE,Kodak Black Featuring Travis Scott & Offset,24,17,2,18
Ghostin,Ariana Grande,25,,25,1
Fake Smile,Ariana Grande,26,,26,1
Bad Idea,Ariana Grande,27,,27,1
MIA,Bad Bunny Featuring Drake,28,19,5,18
Better Now,Post Malone,29,21,3,42
Dancing With A Stranger,Sam Smith & Normani,30,26,26,5
Tequila,Dan + Shay,31,31,21,41
Bury A Friend,Billie Eilish,32,14,14,3
Leave Me Alone,Flipp Dinero,33,25,20,22
Youngblood,5 Seconds Of Summer,34,23,7,37
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,35,22,11,22
Beautiful Crazy,Luke Combs,36,36,36,14
Sweet But Psycho,Ava Max,37,30,30,9
In My Head,Ariana Grande,38,,38,1
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",39,29,11,20
You Say,Lauren Daigle,40,37,34,31
Mo Bamba,Sheck Wes,41,27,6,25
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,42,33,28,13
Lucid Dreams,Juice WRLD,43,34,2,40
Talk,Khalid,44,,44,1
I Like It,"Cardi B, Bad Bunny & J Balvin",45,39,1,45
Be Alright,Dean Lewis,46,43,40,16
Look Back At It,A Boogie Wit da Hoodie,47,32,32,10
Make Up,Ariana Grande,48,,48,1
Baby Shark,Pinkfong,49,40,32,7
Envy Me,Calboy,50,45,41,9
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,51,46,38,8
This Is It,Scotty McCreery,52,42,42,10
Backin' It Up,Pardison Fontaine Featuring Cardi B,53,48,40,18
Twerk,City Girls Featuring Cardi B,54,50,29,6
Girl Like You,Jason Aldean,55,51,46,12
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,56,,56,1
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,57,52,50,18
Lost In The Fire,Gesaffelstein & The Weeknd,58,49,27,5
Murder On My Mind,YNW Melly,59,73,59,4
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,60,53,43,11
Pure Water,Mustard & Migos,61,64,61,3
Take It From Me,Jordan Davis,62,58,58,7
Undecided,Chris Brown,63,54,35,6
What Makes You Country,Luke Bryan,64,63,63,7
Armed And Dangerous,Juice WRLD,65,62,44,14
Millionaire,Chris Stapleton,66,69,66,10
Pure Cocaine,Lil Baby,67,57,46,10
Close Friends,Lil Baby,68,99,28,16
Sixteen,Thomas Rhett,69,55,42,14
Love Someone,Lukas Graham,70,72,70,7
Calling My Spirit,Kodak Black,71,67,46,11
Put A Date On It,Yo Gotti Featuring Lil Baby,72,59,59,3
Uproar,Lil Wayne,73,65,7,20
Ella Quiere Beber,Anuel AA & Romeo Santos,74,68,61,15
Lovely,Billie Eilish & Khalid,75,66,64,16
Burning Man,Dierks Bentley Featuring Brothers Osborne,76,60,45,17
You,Jacquees,77,70,58,12
When The Party's Over,Billie Eilish,78,61,52,17
Down To The Honkytonk,Jake Owen,79,74,74,7
Secreto,Anuel AA & Karol G,80,,68,3
Shot Clock,Ella Mai,81,82,81,3
Body,Loud Luxury Featuring Brando,82,81,80,7
Good Girl,Dustin Lynch,83,71,44,14
Make It Sweet,Old Dominion,84,87,84,7
Burn Out,Midland,85,93,85,6
Ruin My Life,Zara Larsson,86,78,76,7
Love Wins,Carrie Underwood,87,84,83,7
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,88,79,28,16
Nights Like This,Kehlani Featuring Ty Dolla $ign,89,76,69,5
Yosemite,Travis Scott,90,77,25,17
Miss Me More,Kelsea Ballerini,91,95,91,2
Here Tonight,Brett Young,92,89,88,6
Mixed Personalities,YNW Melly Featuring Kanye West,93,86,71,4
Let Me Down Slowly,Alec Benjamin + Alessia Cara,94,94,79,4
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,95,,90,2
Talk To Me,Tory Lanez & Rich The Kid,96,83,43,16
Splashin,Rich The Kid,97,90,90,4
Rainbow,Kacey Musgraves,98,,98,1
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,99,85,59,8
On My Way To You,Cody Johnson,100,100,91,3
7 Rings,Ariana Grande,1,1,1,5
Without Me,Halsey,2,4,1,20
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,5,1,18
"Thank U, Next",Ariana Grande,4,3,1,16
Please Me,Cardi B & Bruno Mars,5,,5,1
Happier,Marshmello & Bastille,6,6,2,27
Sicko Mode,Travis Scott,7,7,1,29
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,8,2,2,2
High Hopes,Panic! At The Disco,9,8,4,29
Wow.,Post Malone,10,9,8,9
Middle Child,J. Cole,11,11,4,5
Eastside,"benny blanco, Halsey & Khalid",12,10,9,32
Thotiana,Blueface,13,20,13,6
Murder On My Mind,YNW Melly,14,59,14,5
Going Bad,Meek Mill Featuring Drake,15,13,6,12
Money,Cardi B,16,19,13,18
A Lot,21 Savage,17,15,12,9
Drip Too Hard,Lil Baby & Gunna,18,16,4,23
Girls Like You,Maroon 5 Featuring Cardi B,19,12,1,39
Better,Khalid,20,23,18,23
Shallow,Lady Gaga & Bradley Cooper,21,18,5,21
ZEZE,Kodak Black Featuring Travis Scott & Offset,22,24,2,19
Beautiful Crazy,Luke Combs,23,36,23,15
MIA,Bad Bunny Featuring Drake,24,28,5,19
Dancing With A Stranger,Sam Smith & Normani,25,30,25,6
Youngblood,5 Seconds Of Summer,26,34,7,38
Robbery,Juice WRLD,27,,27,1
Better Now,Post Malone,28,29,3,43
Sweet But Psycho,Ava Max,29,37,29,10
Be Alright,Dean Lewis,30,46,30,17
Tequila,Dan + Shay,31,31,21,42
Bury A Friend,Billie Eilish,32,32,14,4
I Like It,"Cardi B, Bad Bunny & J Balvin",33,45,1,46
You Say,Lauren Daigle,34,40,34,32
Leave Me Alone,Flipp Dinero,35,33,20,23
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,36,35,11,23
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,37,42,28,14
Baby Shark,Pinkfong,38,49,32,8
Look Back At It,A Boogie Wit da Hoodie,39,47,32,11
Mo Bamba,Sheck Wes,40,41,6,26
Lucid Dreams,Juice WRLD,41,43,2,41
Envy Me,Calboy,42,50,41,10
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,43,51,38,9
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",44,39,11,21
This Is It,Scotty McCreery,45,52,42,11
NASA,Ariana Grande,46,17,17,2
Backin' It Up,Pardison Fontaine Featuring Cardi B,47,53,40,19
Needy,Ariana Grande,48,14,14,2
Red Room,Offset,49,,49,1
Talk,Khalid,50,44,44,2
Girl Like You,Jason Aldean,51,55,46,13
Twerk,City Girls Featuring Cardi B,52,54,29,7
Bloodline,Ariana Grande,53,22,22,2
What Makes You Country,Luke Bryan,54,64,54,8
Bad Idea,Ariana Grande,55,27,27,2
Pure Water,Mustard & Migos,56,61,56,4
Fake Smile,Ariana Grande,57,26,26,2
Imagine,Ariana Grande,58,21,21,7
Take It From Me,Jordan Davis,59,62,58,8
Mixed Personalities,YNW Melly Featuring Kanye West,60,93,60,5
Lost In The Fire,Gesaffelstein & The Weeknd,61,58,27,6
Ghostin,Ariana Grande,62,25,25,2
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,63,60,43,12
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,64,57,50,19
Undecided,Chris Brown,65,63,35,7
Millionaire,Chris Stapleton,66,66,66,11
Here Tonight,Brett Young,67,92,67,7
Calling My Spirit,Kodak Black,68,71,46,12
Sixteen,Thomas Rhett,69,69,42,15
Love Someone,Lukas Graham,70,70,70,8
Armed And Dangerous,Juice WRLD,71,65,44,15
Nights Like This,Kehlani Featuring Ty Dolla $ign,72,89,69,6
Close Friends,Lil Baby,73,68,28,17
In My Head,Ariana Grande,74,38,38,2
Put A Date On It,Yo Gotti Featuring Lil Baby,75,72,59,4
Pure Cocaine,Lil Baby,76,67,46,11
Down To The Honkytonk,Jake Owen,77,79,74,8
Ella Quiere Beber,Anuel AA & Romeo Santos,78,74,61,16
Lovely,Billie Eilish & Khalid,79,75,64,17
Talk You Out Of It,Florida Georgia Line,80,,80,1
Miss Me More,Kelsea Ballerini,81,91,81,3
Body,Loud Luxury Featuring Brando,82,82,80,8
Burn Out,Midland,83,85,83,7
Eyes On You,Chase Rice,84,,84,1
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,85,56,56,2
365,Zedd & Katy Perry,86,,86,1
Worth It,YK Osiris,87,,87,1
When The Party's Over,Billie Eilish,88,78,52,18
Yosemite,Travis Scott,89,90,25,18
Shot Clock,Ella Mai,90,81,81,4
There Was This Girl,Riley Green,91,,91,1
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,92,95,90,3
On My Way To You,Cody Johnson,93,100,91,4
Let Me Down Slowly,Alec Benjamin + Alessia Cara,94,94,79,5
Make Up,Ariana Grande,95,48,48,2
Make It Sweet,Old Dominion,96,84,84,8
Good Girl,Dustin Lynch,97,83,44,15
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,98,88,28,17
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,99,99,59,9
One That Got Away,Michael Ray,100,,100,1
Shallow,Lady Gaga & Bradley Cooper,1,21,1,22
7 Rings,Ariana Grande,2,1,1,6
Without Me,Halsey,3,2,1,21
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,3,1,19
Middle Child,J. Cole,5,11,4,6
Happier,Marshmello & Bastille,6,6,2,28
"Thank U, Next",Ariana Grande,7,4,1,17
Wow.,Post Malone,8,10,8,10
Thotiana,Blueface,9,13,9,7
Sicko Mode,Travis Scott,10,7,1,30
High Hopes,Panic! At The Disco,11,9,4,30
Eastside,"benny blanco, Halsey & Khalid",12,12,9,33
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,13,8,2,3
Please Me,Cardi B & Bruno Mars,14,5,5,2
Murder On My Mind,YNW Melly,15,14,14,6
Going Bad,Meek Mill Featuring Drake,16,15,6,13
Girls Like You,Maroon 5 Featuring Cardi B,17,19,1,40
A Lot,21 Savage,18,17,12,10
Drip Too Hard,Lil Baby & Gunna,19,18,4,24
Money,Cardi B,20,16,13,19
Better,Khalid,21,20,18,24
Dancing With A Stranger,Sam Smith & Normani,22,25,22,7
Beautiful Crazy,Luke Combs,23,23,23,16
Sweet But Psycho,Ava Max,24,29,24,11
ZEZE,Kodak Black Featuring Travis Scott & Offset,25,22,2,20
MIA,Bad Bunny Featuring Drake,26,24,5,20
Better Now,Post Malone,27,28,3,44
Robbery,Juice WRLD,28,27,27,2
Be Alright,Dean Lewis,29,30,29,18
You Say,Lauren Daigle,30,34,30,33
Youngblood,5 Seconds Of Summer,31,26,7,39
Tequila,Dan + Shay,32,31,21,43
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,33,37,28,15
Baby Shark,Pinkfong,34,38,32,9
Look Back At It,A Boogie Wit da Hoodie,35,39,32,12
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,36,36,11,24
Leave Me Alone,Flipp Dinero,37,35,20,24
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",38,44,11,22
I Like It,"Cardi B, Bad Bunny & J Balvin",39,33,1,47
Lucid Dreams,Juice WRLD,40,41,2,42
Bury A Friend,Billie Eilish,41,32,14,5
Envy Me,Calboy,42,42,41,11
Mo Bamba,Sheck Wes,43,40,6,27
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,44,43,38,10
Twerk,City Girls Featuring Cardi B,45,52,29,8
Take It From Me,Jordan Davis,46,59,46,9
Always Remember Us This Way,Lady Gaga,47,,41,7
Backin' It Up,Pardison Fontaine Featuring Cardi B,48,47,40,20
Legacy,Offset Featuring Travis Scott & 21 Savage,49,,49,1
Red Room,Offset,50,49,49,2
This Is It,Scotty McCreery,51,45,42,12
Pure Water,Mustard & Migos,52,56,52,5
Close Friends,Lil Baby,53,73,28,18
Walk Me Home,P!nk,54,,54,1
Talk,Khalid,55,50,44,3
Mixed Personalities,YNW Melly Featuring Kanye West,56,60,56,6
Millionaire,Chris Stapleton,57,66,57,12
Girl Like You,Jason Aldean,58,51,46,14
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,59,92,59,4
Needy,Ariana Grande,60,48,14,3
What Makes You Country,Luke Bryan,61,54,54,9
I'll Never Love Again,Lady Gaga,62,,36,7
Undecided,Chris Brown,63,65,35,8
Clout,Offset Featuring Cardi B,64,,64,1
How Did I Get Here,Offset Featuring  J. Cole,65,,65,1
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,66,85,56,3
Nights Like This,Kehlani Featuring Ty Dolla $ign,67,72,67,7
NASA,Ariana Grande,68,46,17,3
Burn Out,Midland,69,83,69,8
Outstanding,Gunna,70,,70,1
Here Tonight,Brett Young,71,67,67,8
Be Like Me,Lil Pump Featuring Lil Wayne,72,,72,1
Worth It,YK Osiris,73,87,73,2
3 Headed Snake,Gunna Featuring Young Thug,74,,74,1
Wit It,Gunna,75,,75,1
Ella Quiere Beber,Anuel AA & Romeo Santos,76,78,61,17
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,77,64,50,20
One Call,Gunna,78,,56,2
Armed And Dangerous,Juice WRLD,79,71,44,16
Down To The Honkytonk,Jake Owen,80,77,74,9
Shot Clock,Ella Mai,81,90,81,5
Miss Me More,Kelsea Ballerini,82,81,81,4
Calling My Spirit,Kodak Black,83,68,46,13
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,84,63,43,13
Imagine,Ariana Grande,85,58,21,8
Lick,Offset,86,,86,1
Girls Need Love,Summer Walker X Drake,87,,87,1
Eyes On You,Chase Rice,88,84,84,2
Love Someone,Lukas Graham,89,70,70,9
Bad Idea,Ariana Grande,90,55,27,3
Speed It Up,Gunna,91,,91,1
Secreto,Anuel AA & Karol G,92,,68,4
Bloodline,Ariana Grande,93,53,22,3
I Guess I Just Feel Like,John Mayer,94,,94,1
Good As You,Kane Brown,95,,95,1
Put A Date On It,Yo Gotti Featuring Lil Baby,96,75,59,5
Same Yung N***a,Gunna Featuring Playboi Carti,97,,97,1
Talk You Out Of It,Florida Georgia Line,98,80,80,2
Make It Sweet,Old Dominion,99,96,84,9
Faucet Failure,Ski Mask The Slump God,100,,100,1
Sucker,Jonas Brothers,1,,1,1
7 Rings,Ariana Grande,2,2,1,7
Please Me,Cardi B & Bruno Mars,3,14,3,3
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,4,1,20
Without Me,Halsey,5,3,1,22
Shallow,Lady Gaga & Bradley Cooper,6,1,1,23
Wow.,Post Malone,7,8,7,11
Happier,Marshmello & Bastille,8,6,2,29
Middle Child,J. Cole,9,5,4,7
Sicko Mode,Travis Scott,10,10,1,31
"Thank U, Next",Ariana Grande,11,7,1,18
High Hopes,Panic! At The Disco,12,11,4,31
Thotiana,Blueface,13,9,9,8
Eastside,"benny blanco, Halsey & Khalid",14,12,9,34
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,13,2,4
Going Bad,Meek Mill Featuring Drake,16,16,6,14
Murder On My Mind,YNW Melly,17,15,14,7
A Lot,21 Savage,18,18,12,11
Girls Like You,Maroon 5 Featuring Cardi B,19,17,1,41
Dancing With A Stranger,Sam Smith & Normani,20,22,20,8
Better,Khalid,21,21,18,25
Drip Too Hard,Lil Baby & Gunna,22,19,4,25
Money,Cardi B,23,20,13,20
Sweet But Psycho,Ava Max,24,24,24,12
Beautiful Crazy,Luke Combs,25,23,23,17
Be Alright,Dean Lewis,26,29,26,19
MIA,Bad Bunny Featuring Drake,27,26,5,21
ZEZE,Kodak Black Featuring Travis Scott & Offset,28,25,2,21
Better Now,Post Malone,29,27,3,45
Youngblood,5 Seconds Of Summer,30,31,7,40
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,31,33,28,16
You Say,Lauren Daigle,32,30,30,34
Tequila,Dan + Shay,33,32,21,44
Robbery,Juice WRLD,34,28,27,3
Look Back At It,A Boogie Wit da Hoodie,35,35,32,13
Lucid Dreams,Juice WRLD,36,40,2,43
Girls Need Love,Summer Walker X Drake,37,87,37,2
Baby Shark,Pinkfong,38,34,32,10
I,Lil Skies,39,,39,1
Envy Me,Calboy,40,42,40,12
I Like It,"Cardi B, Bad Bunny & J Balvin",41,39,1,48
Bury A Friend,Billie Eilish,42,41,14,6
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",43,38,11,23
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,44,36,11,25
Leave Me Alone,Flipp Dinero,45,37,20,25
Twerk,City Girls Featuring Cardi B,46,45,29,9
